,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.88,0.17,0.08,0.06,0.06,0.04,0.08,0.05,0.08,0.07,0.07,0.02,0.08,0.05,0.04,0.06
e_1,0.1,0.88,0.06,0.08,0.08,0.05,0.07,0.05,0.16,0.08,0.07,0.08,0.08,0.05,0.02,0.06
d_1,0.09,0.08,0.88,0.07,0.07,0.05,0.1,0.07,0.02,0.12,0.07,0.06,0.09,0.05,0.04,0.07
c_1,0.1,0.08,0.09,0.87,0.13,0.03,0.09,0.06,0.07,0.01,0.06,0.07,0.09,0.05,0.05,0.05
b_1,0.09,0.1,0.08,0.08,0.87,0.11,0.07,0.06,0.06,0.07,0.01,0.06,0.07,0.03,0.04,0.06
a_1,0.08,0.1,0.1,0.08,0.06,0.87,0.08,0.04,0.08,0.1,0.06,0.05,0.08,0.01,0.05,0.07
h_1,0.27,0.11,0.16,0.1,0.12,0.07,0.53,0.16,0.09,0.13,0.12,0.08,0.05,0.07,0.08,0.15
g_1,0.16,0.15,0.26,0.13,0.06,0.08,0.14,0.53,0.1,0.12,0.09,0.18,0.12,0.08,0.1,0.04
d_0,0.18,0.17,0.06,0.27,0.12,0.06,0.12,0.1,0.37,0.11,0.15,0.11,0.12,0.08,0.07,0.1
c_0,0.19,0.16,0.14,0.07,0.11,0.08,0.16,0.12,0.18,0.37,0.26,0.14,0.14,0.09,0.1,0.12
b_0,0.24,0.16,0.15,0.13,0.03,0.08,0.16,0.12,0.13,0.15,0.36,0.12,0.13,0.19,0.08,0.1
f_0,0.06,0.12,0.16,0.17,0.13,0.09,0.19,0.15,0.18,0.16,0.14,0.38,0.16,0.11,0.21,0.11
h_0,0.25,0.12,0.17,0.15,0.09,0.07,0.07,0.17,0.12,0.11,0.12,0.11,0.05,0.09,0.09,0.12
a_0,0.23,0.17,0.15,0.16,0.1,,0.13,0.16,0.12,0.12,0.13,0.11,0.15,0.37,0.06,0.08
e_0,0.21,0.07,0.14,0.15,0.1,0.08,0.16,0.17,0.17,0.17,0.15,0.16,0.17,0.08,0.37,0.12
g_0,0.15,0.12,0.25,0.14,0.12,0.06,0.1,0.09,0.11,0.13,0.11,0.17,0.15,0.07,0.07,0.03
