,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,a_0,h_0,e_0,g_0
f_1,11375.19,6992.37,6237.74,7326.81,9078.56,45490.94,3995832.17,17043541.81,13965874.35,20622268.67,21184659.85,35527826.42,130547228.45,242509669.38,114174015.62,427163432.48
e_1,4429.51,11384.65,4868.58,9301.96,10317.62,55128.62,4479448.58,31968304.16,14640921.31,20316238.69,37423439.32,36965892.58,164402816.4,229342463.92,116373222.93,416598163.84
d_1,4820.24,4557.48,18221.14,5203.78,8390.02,63725.37,4840920.4,12021862.97,14320253.08,41519626.36,40351825.57,45646006.97,160935575.57,235403639.59,186051656.97,471193259.87
c_1,3876.43,3368.1,6008.12,21870.29,19117.93,59588.8,3915463.53,18606079.74,14722261.26,10939600.42,38228805.9,26667823.14,146307917.09,212154417.62,184312626.18,444583755.39
b_1,4237.12,3746.98,6080.28,6617.19,35410.69,119949.52,3984309.51,16145735.7,13011738.6,17432115.8,40117640.76,21539568.91,127751239.0,231747244.31,182092483.84,445813832.03
a_1,4763.75,4604.28,6500.14,7116.31,9753.25,283375.8,4675912.87,18624124.59,15175059.36,22257632.56,39220549.55,42890514.84,116588056.18,235836258.29,159122879.31,395751475.44
h_1,5910.45,4432.36,7469.92,7944.96,10498.07,50698.36,9243839.22,16664206.84,21757703.02,24221968.07,41194217.65,38666179.39,171712301.53,196143189.44,175705048.52,675585373.91
d_0,4856.87,3838.53,4934.54,14940.17,12698.09,49117.84,4983441.6,29906509.04,15057233.93,16208008.38,33678674.51,41801275.01,164439036.46,258895868.13,197357589.85,525959083.05
g_1,3965.79,4026.2,11447.31,7702.5,9519.91,54230.84,4623501.43,17012331.99,40196368.06,24220591.24,55452338.84,42847372.16,194913059.73,241142216.3,211588542.72,386108210.13
c_0,5698.88,4532.35,7761.27,5373.34,8874.01,55185.6,5656931.11,17041401.57,19406889.39,39988886.87,44648897.62,79302075.48,256509260.83,273406133.15,217809118.59,555808173.59
f_0,3200.0,4010.75,7905.72,9365.04,12535.99,63209.61,5358848.28,19563737.35,19271634.55,25196910.22,73851279.14,50399606.82,232284926.68,263273357.34,435121850.47,508230308.45
b_0,5165.91,4693.2,8275.27,8058.21,8780.31,44311.85,5121191.09,17534283.88,16728505.21,25621484.17,40106875.95,78793765.62,404912542.39,259974789.05,194058326.15,474747191.29
a_0,4992.76,4636.59,8048.84,7499.11,11429.18,34370.39,5802703.23,19246518.23,17398366.29,28081997.14,45261921.83,45721470.73,363977877.39,272007770.75,217419118.95,574775782.47
h_0,6537.18,4156.62,8007.93,8981.26,10315.11,61021.99,3319714.98,17645533.27,20936101.78,21782936.86,36793976.47,39378012.69,158719417.8,180501445.03,187789111.14,630441209.74
e_0,4360.95,2912.44,7507.13,9813.18,14442.45,63647.92,5018864.26,17274743.78,19360865.15,24810180.79,42427556.36,43590948.65,211293483.99,303260949.52,413217338.5,551774181.79
g_0,4012.5,3920.45,10611.64,8121.59,9700.61,58445.98,5258342.82,17088422.18,11862916.81,24529098.68,72892044.71,41864418.93,172288392.27,247441352.83,267332906.92,405660805.43
