,f_1,d_1,e_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,0.86,1.23,0.93,0.88,0.58,0.43,0.45,0.46,0.38,0.4,0.33,0.29,0.31,0.22,0.29
d_1,1.17,1.0,1.02,0.83,0.84,0.74,0.52,0.43,0.39,0.61,0.42,0.38,0.37,0.35,0.34,0.27
e_1,0.81,0.98,1.0,1.19,0.88,0.75,0.49,0.63,0.47,0.4,0.45,0.5,0.38,0.34,0.39,0.36
c_1,1.07,1.22,0.84,1.0,1.31,0.9,0.46,0.32,0.43,0.38,0.36,0.37,0.37,0.33,0.31,0.33
b_1,1.11,1.17,1.12,0.77,1.0,1.11,0.63,0.48,0.5,0.52,0.43,0.42,0.42,0.31,0.35,0.39
a_1,1.69,1.35,1.33,1.13,0.91,1.0,0.69,0.6,0.66,0.54,0.55,0.49,0.53,0.44,0.44,0.36
h_1,2.32,1.94,2.02,2.24,1.64,1.4,1.0,0.87,1.03,0.76,0.8,0.74,0.71,0.59,0.6,0.77
d_0,2.22,2.39,1.55,3.12,2.23,1.74,1.16,1.0,0.98,0.71,0.94,0.9,0.81,0.71,0.74,0.69
g_1,2.22,2.61,2.05,2.39,1.91,1.6,0.99,0.94,1.0,0.96,0.93,1.0,0.7,0.84,0.71,0.8
c_0,2.54,1.69,2.48,2.75,1.84,1.78,1.3,1.39,1.04,1.0,1.45,0.93,0.89,0.86,0.8,0.79
b_0,2.5,2.38,2.22,2.84,2.42,1.62,1.27,1.0,1.07,0.74,1.0,0.9,0.95,1.16,0.9,0.81
f_0,2.93,2.51,2.14,2.73,2.43,2.04,1.26,1.08,1.05,1.09,1.06,1.0,0.98,0.85,1.24,0.65
h_0,3.38,2.71,2.79,2.73,2.36,1.82,1.4,1.21,1.53,1.1,1.06,1.0,1.0,0.82,0.82,1.08
a_0,3.14,2.96,2.76,2.96,3.19,2.33,1.72,1.39,1.18,1.26,0.88,1.17,1.2,1.0,0.88,0.97
e_0,4.44,2.82,2.46,3.42,3.04,2.29,1.63,1.32,1.35,1.22,1.17,0.81,1.24,1.22,1.0,0.85
g_0,3.42,3.64,2.71,2.95,2.66,2.63,1.35,1.34,1.26,1.26,1.24,1.44,0.92,1.0,1.15,1.0
