,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.24,0.89,0.94,0.83,0.75,0.58,0.7,0.66,0.56,0.59,0.6,0.51,0.57,0.48,0.57
e_1,0.81,1.0,0.94,1.15,0.94,0.81,0.75,0.67,0.9,0.63,0.65,0.74,0.66,0.58,0.55,0.61
d_1,1.12,1.06,1.0,0.82,1.0,0.81,0.77,0.58,0.65,0.86,0.66,0.65,0.63,0.59,0.62,0.49
c_1,1.06,0.86,1.2,1.0,1.36,0.8,0.76,0.66,0.45,0.53,0.56,0.57,0.56,0.59,0.55,0.52
b_1,1.2,1.06,1.01,0.75,1.0,1.33,0.79,0.76,0.66,0.83,0.73,0.64,0.63,0.5,0.66,0.6
a_1,1.33,1.2,1.25,1.21,0.77,1.0,0.86,0.74,0.81,0.79,0.8,0.71,0.8,0.66,0.73,0.84
h_1,1.71,1.4,1.3,1.29,1.21,1.08,1.0,1.09,0.85,0.8,0.88,0.81,0.86,0.83,0.72,0.9
g_1,1.44,1.48,1.72,1.52,1.27,1.45,0.92,1.0,0.9,0.9,0.87,1.09,0.78,0.75,0.88,0.78
d_0,1.48,1.12,1.56,2.3,1.53,1.19,1.22,1.14,1.0,0.75,0.98,0.89,0.95,0.87,0.86,0.9
c_0,1.74,1.49,1.21,1.84,1.27,1.24,1.27,1.13,1.3,1.0,1.32,0.99,0.93,1.07,0.86,0.88
b_0,1.68,1.54,1.52,1.84,1.33,1.23,1.14,1.22,0.98,0.77,1.0,0.9,0.96,1.35,0.84,0.91
f_0,1.7,1.4,1.64,1.74,1.55,1.45,1.24,0.94,1.07,1.02,1.05,1.0,0.98,0.97,1.22,0.74
h_0,1.92,1.57,1.61,1.68,1.55,1.24,1.17,1.29,1.04,1.03,1.07,0.96,1.0,0.94,0.96,0.99
a_0,1.77,1.69,1.7,1.86,2.13,1.29,1.15,1.36,1.03,0.89,0.76,1.05,1.07,1.0,0.98,0.96
e_0,2.1,1.73,1.78,1.88,1.38,1.44,1.38,1.19,1.16,1.13,1.19,0.84,1.05,0.92,1.0,0.94
g_0,1.71,1.62,2.08,1.93,1.65,1.15,1.15,1.36,1.14,1.09,1.11,1.36,1.0,1.08,1.04,1.0
