,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.67,1.48,2.22,2.14,1.86,1.42,0.99,0.91,0.94,0.74,0.72,0.88,0.64,0.64,1.94,0.69
f_1,1.99,0.66,2.11,2.2,2.21,1.96,0.64,0.72,0.9,0.66,0.8,1.26,0.49,0.66,0.65,0.66
c_1,1.64,1.93,0.66,2.67,2.36,1.98,1.05,0.5,1.09,1.29,0.7,0.74,0.6,0.67,0.59,0.64
d_1,2.36,2.23,1.89,0.65,2.06,1.99,0.9,2.22,0.72,0.81,0.69,0.65,0.7,0.69,0.68,0.42
b_1,2.97,2.43,1.44,1.96,0.63,2.9,0.99,0.77,0.97,0.83,1.66,0.79,0.71,0.86,0.72,0.54
a_1,3.54,2.28,3.15,2.63,1.36,0.58,1.3,0.98,1.16,1.01,1.05,0.86,0.92,2.51,0.7,0.72
h_1,2.63,3.41,2.92,2.34,3.18,2.5,0.57,0.91,1.47,0.88,1.01,0.98,0.96,0.89,0.71,0.9
d_0,1.74,3.25,3.17,4.81,2.91,2.94,1.47,0.7,1.38,1.09,1.0,0.96,0.74,0.83,0.96,0.89
g_1,2.89,2.89,2.78,2.93,3.33,2.88,0.94,1.16,0.56,1.04,1.04,1.19,0.67,1.12,0.99,1.69
c_0,3.46,3.31,6.13,1.76,3.11,2.89,1.39,1.31,1.16,0.66,1.35,1.18,0.94,0.88,1.13,0.92
b_0,2.93,3.26,3.7,2.78,6.05,2.32,1.5,1.06,1.29,0.61,0.63,1.05,0.89,1.51,1.06,0.78
f_0,2.77,4.81,3.03,3.06,3.02,3.22,1.46,1.24,0.96,1.09,1.08,0.63,0.79,0.98,1.46,0.7
h_0,3.5,3.79,3.26,3.13,3.28,2.67,2.99,1.47,1.68,1.09,1.24,1.23,1.56,1.05,1.09,0.99
a_0,3.92,4.27,3.71,3.35,3.74,,1.59,1.17,1.47,1.41,0.73,1.37,1.05,0.6,1.22,1.02
e_0,5.19,4.96,4.0,3.52,3.3,3.14,2.46,1.12,1.63,1.13,1.07,0.67,1.21,1.08,0.59,1.04
g_0,3.6,4.52,4.29,3.88,4.25,3.11,1.38,1.59,1.96,1.38,1.41,1.22,0.94,1.3,1.09,1.64
