,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,0.91,1.14,0.96,0.84,0.7,0.8,0.59,0.81,0.68,0.71,0.6,0.6,0.61,0.6
f_1,1.23,1.0,0.92,0.98,0.9,0.71,0.63,0.67,0.56,0.67,0.63,0.52,0.5,0.58,0.49,0.55
d_1,1.08,1.09,1.0,0.85,0.92,0.84,0.75,0.55,0.85,0.67,0.69,0.6,0.57,0.57,0.6,0.48
c_1,0.86,1.01,1.17,1.0,1.36,0.9,0.69,0.67,0.6,0.5,0.54,0.62,0.59,0.58,0.56,0.56
b_1,1.03,1.12,1.05,0.77,1.0,1.41,0.78,0.7,0.82,0.65,0.65,0.66,0.71,0.5,0.58,0.6
a_1,1.2,1.41,1.16,1.12,0.73,1.0,0.91,0.8,0.83,0.89,0.86,0.71,0.75,0.8,0.68,0.74
h_1,1.44,1.56,1.39,1.45,1.23,1.08,1.0,1.08,0.83,0.88,0.89,0.84,0.81,0.83,0.66,0.9
g_1,1.29,1.45,1.79,1.5,1.47,1.22,0.91,1.0,1.04,0.91,0.89,1.07,0.84,0.8,0.87,0.87
c_0,1.62,1.76,1.22,1.69,1.21,1.22,1.18,0.93,1.0,1.22,1.28,0.91,0.91,1.04,0.86,0.86
d_0,1.3,1.43,1.53,2.03,1.55,1.1,1.09,1.13,0.79,1.0,1.0,0.96,0.98,0.87,0.86,0.92
b_0,1.5,1.59,1.51,1.73,1.47,1.19,1.14,1.16,0.8,0.98,1.0,0.95,0.89,1.21,0.85,0.83
f_0,1.42,1.79,1.77,1.61,1.52,1.43,1.15,0.97,1.06,1.04,1.06,1.0,1.01,0.96,1.18,0.75
h_0,1.71,1.96,1.73,1.7,1.39,1.38,1.23,1.21,1.11,1.08,1.12,0.96,1.0,0.9,0.96,1.19
a_0,1.67,1.75,1.72,1.7,1.96,1.29,1.19,1.3,0.97,1.09,0.84,1.11,1.11,1.0,1.03,0.92
e_0,1.57,2.0,1.72,1.75,1.64,1.46,1.41,1.17,1.13,1.18,1.23,0.89,1.02,0.92,1.0,1.02
g_0,1.71,1.78,2.08,1.79,1.71,1.36,1.1,1.17,1.13,1.07,1.22,1.32,0.87,1.02,1.06,0.99
