,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.1,1.72,3.38,3.04,3.68,3.01,1.05,0.65,0.83,0.53,0.63,0.76,0.49,0.57,0.87,0.55
f_1,2.87,1.11,2.92,2.88,2.89,2.47,0.61,0.69,1.07,0.59,0.67,0.78,0.31,0.57,0.56,0.46
c_1,2.49,3.27,1.11,4.54,3.25,2.88,0.84,0.39,0.99,0.96,0.6,0.63,0.5,0.64,0.57,0.51
d_1,3.68,3.17,3.51,1.1,3.48,3.28,0.88,1.4,0.53,0.62,0.6,0.69,0.4,0.6,0.64,0.31
b_1,4.18,4.64,2.05,4.09,1.12,4.19,1.15,0.8,1.29,1.29,1.36,0.85,0.75,0.78,0.84,0.61
a_1,6.13,7.16,5.64,5.82,2.58,1.13,1.73,1.36,2.01,1.2,1.81,1.18,0.99,2.39,1.22,0.85
h_1,13.61,12.56,12.59,11.82,11.31,10.2,1.64,2.29,3.08,2.38,2.54,2.21,2.2,2.38,1.95,1.98
d_0,8.7,13.17,14.27,21.48,15.82,16.49,4.62,1.95,5.33,3.15,3.19,3.31,2.62,2.49,3.66,2.92
g_1,14.93,15.55,16.54,13.25,16.28,17.06,3.37,3.54,1.68,2.7,3.06,2.7,1.79,2.79,2.75,2.72
c_0,16.31,14.83,30.5,8.67,16.86,15.34,5.71,5.63,4.08,2.03,3.13,3.04,2.19,2.97,2.96,2.19
b_0,13.97,15.15,24.27,12.74,26.57,14.24,4.82,4.16,4.48,1.87,2.0,3.07,2.26,3.54,3.18,2.32
f_0,17.39,28.93,18.17,16.68,19.42,17.99,6.16,4.04,3.42,3.97,3.69,2.04,2.59,3.85,3.46,1.62
h_0,22.9,24.17,23.09,20.28,19.97,19.99,6.93,5.08,7.11,4.47,4.62,4.54,4.01,4.21,3.5,2.43
a_0,21.19,23.53,27.25,19.22,29.64,31.41,7.05,6.44,6.81,3.95,2.58,4.24,3.2,2.35,4.62,3.32
e_0,32.34,38.36,25.19,23.81,22.89,19.4,5.92,5.4,5.87,4.98,4.38,2.38,3.4,3.96,2.26,2.92
g_0,30.22,25.95,25.58,26.08,25.6,25.7,5.62,6.38,8.53,5.42,5.09,5.18,2.67,4.99,4.73,4.27
