,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.78,2.04,3.66,2.15,2.03,2.05,6.88,7.09,9.45,10.95,10.31,6.56,14.62,10.23,7.71,12.78
d_1,2.48,6.16,2.07,1.94,2.16,2.06,8.59,8.39,18.5,5.91,14.03,10.92,15.28,11.09,11.94,16.0
e_1,2.4,1.81,6.26,2.68,2.23,2.16,8.49,8.01,9.67,18.79,11.15,10.64,16.34,11.79,7.96,16.77
c_1,2.02,2.08,1.95,7.07,4.24,2.37,6.85,7.54,5.7,10.4,8.29,11.75,15.11,10.69,10.88,16.96
b_1,2.22,2.47,1.93,2.35,7.9,4.47,8.29,7.0,9.16,10.51,6.41,10.76,15.27,9.11,10.62,15.81
a_1,2.46,2.55,2.16,2.47,2.18,10.9,7.64,9.02,9.43,8.88,12.21,10.89,19.23,6.19,11.92,15.11
h_1,3.2,2.69,2.04,2.58,2.19,1.98,18.18,12.34,10.0,9.51,9.48,12.53,13.47,10.85,12.2,22.6
g_1,2.1,3.83,2.21,2.62,2.39,2.12,9.31,20.7,10.87,8.51,10.87,17.73,16.12,14.23,13.51,14.85
c_0,2.82,2.64,2.48,1.85,1.94,2.66,10.17,9.25,18.5,9.67,22.05,11.23,18.25,15.8,13.59,20.4
d_0,2.63,1.45,2.31,4.82,2.73,2.2,8.62,8.4,5.87,18.98,10.13,12.28,15.13,12.75,12.57,15.54
b_0,2.66,2.47,2.7,2.57,1.99,2.19,9.75,10.51,11.98,12.25,20.44,11.92,17.56,25.62,13.35,18.75
f_0,1.97,2.77,2.03,3.02,2.36,2.36,10.68,9.44,11.86,9.78,12.59,23.99,20.58,13.68,25.36,20.78
h_0,3.23,2.51,2.55,2.53,2.59,2.44,6.8,11.6,9.78,10.25,12.17,11.05,12.71,12.66,12.2,24.52
a_0,2.72,2.52,2.57,2.55,2.35,1.71,10.64,9.26,12.31,10.97,11.72,13.22,19.67,25.72,12.75,20.28
e_0,2.64,2.71,1.51,2.88,2.57,2.47,10.42,8.86,11.8,10.54,11.89,12.43,16.67,11.06,29.25,20.34
g_0,2.54,3.85,1.8,2.05,2.56,2.39,9.53,7.24,11.96,7.34,12.06,18.53,16.45,13.74,14.68,14.31
