,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.66,1.16,0.95,1.06,0.96,0.88,0.36,0.52,0.41,0.33,0.34,0.45,0.26,0.35,0.31,0.33
e_1,0.77,0.66,1.09,1.23,1.0,0.94,0.55,0.47,0.48,0.39,0.4,0.52,0.35,0.36,0.42,0.35
d_1,1.2,1.23,0.64,0.96,1.15,0.94,0.49,0.35,0.49,0.46,0.39,0.4,0.32,0.36,0.38,0.23
c_1,1.2,0.92,1.4,0.63,1.31,0.97,0.55,0.49,0.25,0.43,0.38,0.35,0.31,0.4,0.37,0.3
b_1,1.4,1.13,1.16,0.73,0.62,1.33,0.57,0.59,0.45,0.6,0.62,0.42,0.38,0.39,0.46,0.36
a_1,1.58,1.42,1.5,1.48,0.78,0.57,0.63,0.57,0.56,0.52,0.57,0.48,0.46,0.59,0.5,0.53
h_1,1.88,1.79,1.5,1.66,1.56,1.4,0.56,0.8,0.65,0.57,0.6,0.58,0.61,0.59,0.51,0.52
g_1,1.91,1.88,1.86,2.0,1.72,1.97,0.68,0.53,0.69,0.65,0.63,0.71,0.44,0.59,0.61,0.53
d_0,1.82,1.24,2.37,2.65,2.08,1.66,1.05,1.02,0.57,0.57,0.71,0.68,0.62,0.65,0.7,0.63
c_0,2.16,1.9,1.31,2.91,1.84,1.61,1.02,0.95,1.03,0.57,0.83,0.7,0.6,0.79,0.63,0.55
b_0,2.04,2.02,1.8,2.52,2.2,1.78,0.9,1.03,0.73,0.48,0.56,0.66,0.59,0.87,0.59,0.57
f_0,2.47,1.99,2.02,2.16,2.09,1.93,0.96,0.69,0.79,0.72,0.73,0.53,0.61,0.75,0.72,0.43
h_0,2.35,2.07,2.03,2.25,2.23,1.72,1.16,1.02,0.8,0.79,0.8,0.74,0.71,0.77,0.71,0.62
a_0,2.29,2.25,2.12,2.53,3.52,2.19,0.95,1.2,0.77,0.66,0.5,0.81,0.72,0.52,0.82,0.64
e_0,2.88,2.69,2.26,2.55,1.94,1.97,1.16,0.92,0.96,0.85,0.87,0.53,0.68,0.77,0.52,0.64
g_0,2.4,2.32,2.47,2.74,2.4,1.77,0.93,1.31,0.97,0.84,0.83,0.98,0.63,0.89,0.85,0.7
