,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10525.27,4807.16,5223.97,9826.77,11517.23,33254.83,6737972.44,18181383.01,14038800.4,22461819.34,36835032.36,43947502.02,174748972.24,181354675.91,158336159.0,314357059.73
f_1,6612.63,12215.86,6590.78,7055.54,8794.37,37262.6,5993180.45,10598101.88,12882261.93,24679824.67,33840257.33,26920855.65,137515622.14,125102680.7,171953739.18,288679448.6
d_1,3586.71,5761.05,20425.34,6102.95,8773.43,42045.16,6875414.06,7989163.35,14175725.82,44290936.63,45345451.35,39145808.88,176874008.04,155813430.36,248897939.85,346912122.53
c_1,3368.03,3912.92,6125.54,25245.9,20485.74,42051.83,5822093.93,10965788.42,13502912.88,10577038.83,26527392.91,40369454.84,162009908.79,125347157.73,219546472.48,321680980.54
b_1,3017.62,4007.27,6814.14,8660.85,36185.24,85990.98,6491757.98,9962326.13,15221357.07,22342193.47,19932540.2,48888355.13,156490421.07,109404246.15,222609399.61,384766976.87
a_1,4201.7,4756.78,7283.22,8379.0,9304.43,190850.78,7117362.23,11293534.61,16977095.93,21374863.86,32814113.8,48918924.17,182213004.46,84394871.26,262651833.25,387533861.36
h_1,4316.38,6943.31,8192.83,8086.28,11807.79,40240.61,14150153.58,10947972.97,21097738.38,25905058.89,35749655.43,46985201.64,115709901.56,141501535.77,238972851.75,462558427.79
d_0,3827.53,4878.4,5343.17,16371.21,14122.78,40039.95,6776447.19,18974868.16,14102061.0,15935569.24,34976476.37,45472062.31,192199454.07,146962191.24,246459372.53,387786375.02
g_1,3625.06,4570.53,11752.26,7189.7,11028.83,43667.23,6943232.95,8981578.7,41460126.75,27675859.01,33811947.02,68626548.02,170869950.06,151224340.68,318259059.25,282968965.35
c_0,4248.68,5954.02,8947.41,7292.8,8263.17,41667.32,8811112.27,13994005.28,16785293.85,44304263.28,70896421.39,48524024.76,191110569.73,205618270.61,284874260.55,474021485.41
b_0,4538.19,5737.92,8024.44,8756.76,8093.87,36330.71,8194670.06,12188691.91,19051810.37,29128936.81,72237787.53,42918521.31,201603303.66,320054395.65,295241636.7,455907612.63
f_0,3713.61,3459.41,7510.25,9405.47,13995.47,55336.12,8299966.02,13214017.34,18603484.96,26730588.18,39977060.96,95467041.11,201099924.62,150553394.31,566088199.53,402627226.99
h_0,4530.4,6567.55,7696.74,9125.89,12737.16,46690.47,4796069.7,11553650.82,20512519.65,23446968.31,32501765.55,40559150.19,122960047.02,121351717.07,235081811.43,478543902.86
a_0,4760.92,5299.72,7858.43,9162.14,11556.56,29509.78,8313215.23,13843304.67,14961742.76,24565142.05,44773840.3,52003038.71,215706112.78,333943624.41,274022203.34,379442460.29
e_0,3471.58,6108.82,8417.3,9018.34,13503.11,39920.46,7333063.01,11755786.51,17361714.4,28271505.02,36230970.86,49644075.63,212572845.55,138280616.83,523680618.33,477552444.5
g_0,4017.35,4965.82,11678.47,8774.0,10986.35,43993.36,6647164.92,10200815.41,11103797.12,27466397.3,39131020.84,65974930.13,165934627.48,169737706.25,257630335.59,292190657.0
