,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.72,1.66,1.57,1.71,3.08,23.6,45.16,34.48,33.08,42.73,53.49,70.24,83.71,126.84,145.34
f_1,1.4,1.0,1.43,1.18,1.65,2.73,16.29,27.46,29.36,29.8,41.74,39.3,62.0,86.08,99.54,180.28
c_1,0.6,0.7,1.0,1.12,1.52,2.45,16.34,15.9,24.92,22.08,29.83,31.88,45.22,55.75,80.22,110.63
d_1,0.64,0.85,0.9,1.0,1.11,1.92,15.73,23.18,17.09,27.55,29.2,30.22,54.15,65.11,78.57,66.24
b_1,0.58,0.61,0.66,0.9,1.0,2.6,11.83,13.92,14.28,20.27,23.83,24.27,48.77,49.14,53.82,74.18
a_1,0.33,0.37,0.41,0.52,0.38,1.0,7.35,8.78,11.59,9.78,12.44,13.85,21.6,21.44,34.27,45.2
h_1,0.04,0.06,0.06,0.06,0.08,0.14,1.0,1.24,1.5,1.24,1.72,2.03,3.52,4.86,4.87,6.36
d_0,0.02,0.04,0.06,0.05,0.07,0.11,0.81,1.0,0.96,1.12,1.74,1.6,2.87,3.18,4.21,5.4
g_1,0.03,0.03,0.04,0.06,0.07,0.09,0.66,1.05,1.0,1.12,1.68,1.61,2.17,3.23,3.67,4.98
c_0,0.03,0.04,0.05,0.04,0.05,0.09,0.81,0.95,0.95,1.0,2.04,1.52,2.44,3.25,4.26,4.69
b_0,0.02,0.02,0.03,0.03,0.04,0.07,0.6,0.58,0.55,0.49,1.0,0.97,1.39,3.43,2.32,4.22
f_0,0.02,0.03,0.03,0.03,0.04,0.07,0.47,0.61,0.62,0.67,1.03,1.0,1.44,1.78,3.69,2.07
h_0,0.01,0.02,0.02,0.02,0.02,0.05,0.29,0.36,0.47,0.4,0.68,0.68,1.0,1.2,1.79,1.94
a_0,0.01,0.01,0.02,0.02,0.02,,0.19,0.33,0.32,0.32,0.33,0.49,0.8,1.0,1.18,1.61
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.2,0.24,0.27,0.24,0.45,0.26,0.58,0.77,1.0,1.23
g_0,0.01,0.01,0.01,0.02,0.01,0.02,0.16,0.18,0.21,0.21,0.25,0.51,0.52,0.65,0.86,1.0
