,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.06,2.19,2.07,1.77,1.85,1.62,0.58,0.6,0.77,0.53,0.57,0.77,0.37,0.5,0.48,0.42
e_1,1.38,1.06,2.46,2.22,2.16,1.67,0.77,0.79,0.89,0.76,0.61,0.68,0.5,0.54,1.01,0.57
c_1,2.46,1.73,1.06,2.43,2.39,1.84,0.85,0.46,0.75,0.69,0.56,0.55,0.55,0.53,0.56,0.44
d_1,2.52,2.69,2.35,1.05,2.38,1.61,0.75,1.05,0.52,0.7,0.67,0.55,0.46,0.53,0.51,0.37
b_1,2.73,2.44,1.48,2.62,1.06,2.77,1.18,0.8,0.91,0.91,1.29,0.81,0.59,0.74,0.59,0.54
a_1,4.0,3.64,3.15,3.86,1.79,1.07,1.56,1.14,1.47,1.02,1.58,1.01,0.89,1.63,0.98,0.65
h_1,5.97,5.52,5.68,5.9,4.89,4.44,1.32,1.66,2.39,1.69,1.56,1.57,1.64,1.38,1.44,1.51
d_0,6.62,4.03,7.41,6.88,5.7,5.22,2.74,1.46,2.17,1.61,1.7,1.55,1.47,1.71,1.49,1.63
g_1,7.4,6.56,7.29,7.6,6.44,4.4,2.0,2.22,1.34,2.0,1.92,2.03,1.27,1.7,1.93,1.93
c_0,7.68,7.11,12.72,4.12,7.11,5.44,2.69,2.78,2.26,1.46,2.12,1.96,1.9,1.9,1.72,1.65
b_0,7.37,7.44,10.0,5.63,9.85,6.94,2.92,2.33,2.71,1.45,1.44,2.43,2.01,2.37,1.69,1.84
f_0,9.56,8.0,8.5,8.95,6.28,6.67,3.05,2.95,1.77,2.42,2.16,1.51,1.87,1.94,2.45,1.31
h_0,9.63,9.46,8.29,8.34,8.4,6.22,4.22,2.86,3.81,2.29,2.41,2.16,2.52,2.14,2.2,1.97
a_0,10.63,9.96,9.43,9.03,10.86,11.17,3.76,3.02,3.76,2.69,1.76,2.81,2.34,1.61,2.78,1.84
e_0,13.58,11.37,8.96,9.47,8.88,8.37,3.62,3.35,2.97,2.65,2.86,1.58,2.08,2.34,1.56,2.13
g_0,11.38,9.56,11.04,11.35,10.57,10.65,2.94,3.04,4.49,3.01,2.71,3.08,2.04,2.64,2.78,2.78
