,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.89,1.3,1.95,2.26,3.75,20.47,41.47,34.98,43.14,47.89,73.44,103.83,121.05,162.93,153.4
f_1,1.12,1.0,1.26,1.54,1.92,3.42,16.54,30.28,29.68,42.33,39.16,51.91,75.44,115.84,128.94,104.41
d_1,0.76,0.8,1.0,1.06,1.38,3.0,14.31,21.93,33.1,28.16,34.27,44.1,69.02,87.61,83.35,107.91
c_1,0.51,0.66,0.95,1.0,1.8,2.3,11.57,14.63,19.89,24.15,21.91,34.15,57.39,72.23,82.25,88.96
b_1,0.44,0.51,0.71,0.55,1.0,2.84,9.02,14.15,18.68,20.83,21.11,26.44,45.47,44.93,64.04,59.21
a_1,0.26,0.29,0.34,0.42,0.37,1.0,4.95,7.81,7.86,11.52,11.68,13.61,24.11,29.03,36.23,31.95
h_1,0.05,0.06,0.07,0.09,0.11,0.2,1.0,1.63,1.54,2.36,2.15,2.94,5.22,5.24,8.5,7.19
d_0,0.02,0.03,0.04,0.07,0.07,0.13,0.62,1.0,0.94,1.3,1.41,2.04,3.09,3.44,4.49,4.75
c_0,0.03,0.03,0.03,0.05,0.06,0.12,0.64,1.07,1.0,1.22,1.62,1.87,2.96,4.05,3.83,4.16
g_1,0.02,0.02,0.04,0.04,0.05,0.09,0.42,0.77,0.84,1.0,1.06,1.77,2.05,2.91,3.06,3.68
b_0,0.02,0.03,0.03,0.04,0.05,0.08,0.49,0.69,0.62,0.99,1.0,1.36,2.19,3.7,3.03,3.45
f_0,0.01,0.02,0.02,0.03,0.04,0.07,0.33,0.51,0.56,0.58,0.71,1.0,1.79,1.96,1.72,3.13
h_0,0.01,0.01,0.01,0.02,0.02,0.04,0.19,0.33,0.34,0.48,0.47,0.57,1.0,1.25,1.59,1.32
a_0,0.01,0.01,0.01,0.01,0.02,0.03,0.19,0.29,0.25,0.35,0.27,0.5,0.78,1.0,1.02,1.24
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.12,0.22,0.26,0.32,0.34,0.55,0.65,1.02,1.01,1.28
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.14,0.22,0.23,0.28,0.29,0.33,0.76,0.84,0.79,1.0
