,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.36,1.77,0.94,1.09,0.84,0.71,1.84,1.6,2.02,1.92,1.96,1.48,2.54,1.81,1.39,2.31
e_1,1.14,2.36,0.92,1.23,1.0,0.72,2.19,1.71,3.49,2.0,2.28,2.14,2.75,1.93,1.43,2.49
d_1,1.1,1.05,2.46,0.83,0.86,0.84,1.97,2.13,1.64,3.6,2.64,2.21,3.1,2.07,1.94,2.74
c_1,1.15,1.03,0.99,2.5,1.77,0.83,1.74,1.47,2.0,1.38,1.16,1.73,2.5,1.57,1.5,2.18
b_1,1.17,0.95,0.98,1.09,2.71,1.62,2.07,1.66,2.18,1.84,1.54,1.94,2.41,1.33,1.69,2.4
a_1,1.19,1.05,1.03,1.07,0.9,3.19,2.32,1.95,2.37,2.08,2.07,1.99,2.4,1.64,2.04,2.39
h_1,1.54,1.16,1.18,1.12,0.91,0.8,3.41,2.56,2.23,1.99,2.25,2.02,2.32,1.8,1.75,2.95
g_1,1.12,0.97,1.67,1.14,0.89,0.84,2.07,3.79,1.89,2.27,2.32,2.89,3.03,1.93,2.03,2.24
d_0,1.22,1.03,0.86,1.92,1.19,0.76,1.89,1.72,3.27,1.44,1.99,2.0,2.87,2.02,1.97,2.68
c_0,1.22,1.14,1.36,0.97,0.77,0.73,2.36,2.41,2.57,3.57,4.25,2.32,3.43,3.16,2.22,2.97
b_0,1.29,1.16,1.24,1.25,0.75,0.6,2.3,2.31,2.44,2.47,3.61,2.28,3.19,4.32,2.34,2.71
f_0,1.08,0.89,1.43,1.23,1.04,0.84,2.16,1.79,2.44,2.31,2.36,3.61,3.33,2.55,3.8,2.89
h_0,1.43,1.16,1.35,1.09,0.93,0.73,1.57,2.37,2.2,2.2,2.28,2.04,2.36,2.12,1.77,3.21
a_0,1.36,1.15,1.39,1.26,1.05,0.64,2.03,1.99,2.16,2.12,2.18,2.41,3.45,3.6,2.31,2.76
e_0,1.26,0.94,1.27,1.1,0.91,0.9,2.01,2.04,2.32,2.64,2.27,2.27,3.44,2.29,3.97,3.0
g_0,1.05,1.06,1.71,1.12,1.01,0.75,1.85,1.81,1.96,2.31,2.15,3.29,2.62,2.12,2.37,2.09
