,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.66,0.96,0.83,0.89,0.71,0.47,0.5,0.45,0.63,0.42,0.38,0.35,0.27,,0.44
f_1,1.51,1.0,1.08,0.97,0.63,0.64,0.45,0.45,0.46,0.46,0.48,,0.28,0.31,0.32,0.26
d_1,1.04,0.92,1.0,1.15,0.82,0.72,0.53,0.38,0.55,,0.53,0.45,0.28,0.21,0.32,0.28
c_1,1.2,1.03,0.87,1.0,1.14,0.76,0.49,0.57,,0.34,0.51,0.4,0.39,0.38,0.34,0.35
b_1,1.12,1.59,1.21,0.88,1.0,1.28,0.5,0.44,0.55,0.51,,0.37,0.41,0.33,0.33,0.33
a_1,1.41,1.56,1.39,1.32,0.78,1.0,0.91,0.62,0.51,0.89,,0.66,,,,0.44
h_1,2.14,2.22,1.87,2.06,2.01,1.1,1.0,1.0,0.82,0.59,0.94,0.67,,0.72,0.67,0.75
g_1,1.99,2.22,2.6,1.75,2.27,1.61,1.0,1.0,0.98,0.83,0.8,1.27,0.77,0.73,0.64,
c_0,2.23,2.17,1.82,,1.81,1.97,1.22,1.02,1.0,1.08,1.19,0.75,0.82,0.78,0.71,0.69
d_0,1.59,2.16,,2.97,1.95,1.13,1.7,1.21,0.92,1.0,0.89,0.89,0.72,0.81,0.73,0.77
b_0,2.35,2.06,1.89,1.95,,,1.06,1.25,0.84,1.12,1.0,0.97,1.07,1.33,0.75,0.74
f_0,2.6,,2.24,2.53,2.68,1.5,1.5,0.79,1.33,1.12,1.03,1.0,1.03,0.93,1.11,0.43
h_0,2.87,3.63,3.63,2.59,2.45,,,1.3,1.22,1.39,0.93,0.98,,0.82,1.34,1.02
a_0,3.77,3.22,4.67,2.63,3.01,,1.38,1.37,1.28,1.24,0.75,1.07,1.22,1.0,,0.92
e_0,,3.09,3.08,2.93,3.0,,1.5,1.55,1.4,1.38,1.34,0.9,0.74,,1.0,
g_0,2.28,3.83,3.52,2.82,3.03,2.28,1.34,,1.45,1.29,1.36,2.34,0.98,1.09,,
