,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,1.77,1.7,1.97,2.17,1.91,0.43,0.68,0.38,0.46,0.39,0.87,0.22,0.44,0.38,0.34
d_1,1.96,0.43,2.38,2.12,1.99,1.95,0.6,0.37,0.34,1.03,0.34,0.37,0.25,0.39,0.38,0.19
e_1,1.08,2.26,0.42,2.21,2.33,3.0,0.59,0.74,0.45,0.46,0.44,0.55,0.32,0.44,0.91,0.35
c_1,2.12,2.71,1.79,0.41,2.12,1.97,0.49,0.63,0.81,0.24,0.42,0.33,0.37,0.33,0.47,0.3
b_1,2.43,2.37,2.39,1.16,0.39,2.04,1.02,0.65,0.75,0.64,2.09,0.54,0.36,0.66,0.56,0.35
a_1,3.54,2.65,3.07,3.6,1.28,0.32,0.89,0.79,0.63,0.53,0.68,0.56,0.43,1.65,0.51,0.43
h_1,3.91,2.96,3.32,3.1,4.32,2.85,0.31,1.16,0.79,0.74,0.74,0.77,1.26,0.88,0.62,0.56
g_1,4.36,3.4,3.62,4.28,4.35,3.2,0.88,0.3,0.75,0.85,0.73,0.7,0.35,0.79,0.64,0.78
c_0,4.4,1.94,3.72,9.34,4.81,3.42,1.13,1.06,0.38,1.05,0.69,0.79,0.5,0.71,0.75,0.53
d_0,3.34,7.63,1.97,4.35,3.86,4.38,1.13,1.16,0.82,0.38,0.93,0.69,0.53,0.77,0.68,0.66
b_0,4.39,3.02,3.9,5.49,9.8,3.47,0.93,1.05,0.45,0.67,0.36,0.73,0.65,0.96,0.64,0.48
f_0,9.19,3.34,3.74,4.08,4.7,3.43,1.22,0.79,0.8,0.84,0.88,0.38,0.66,1.02,0.87,0.33
h_0,4.58,4.71,4.06,4.93,4.4,3.49,2.03,1.55,0.83,0.98,0.8,0.79,1.02,0.91,0.83,0.63
a_0,5.3,3.69,4.55,4.95,5.32,8.76,1.33,1.3,0.87,0.88,0.49,0.84,0.73,0.33,0.75,0.9
e_0,8.1,3.85,7.52,5.27,4.23,4.24,1.41,1.29,0.95,1.08,0.85,0.42,0.7,0.95,0.33,0.57
g_0,5.32,5.82,4.78,5.19,4.28,4.69,0.94,2.11,0.96,1.26,1.02,1.02,0.55,1.11,1.09,1.26
