,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.66,3.57,5.83,5.71,5.74,5.39,2.88,3.23,1.95,2.43,2.37,1.87,2.28,1.74,,1.65
f_1,7.05,0.66,6.43,5.49,5.77,6.15,2.29,2.79,2.15,1.62,1.8,,2.06,1.22,2.13,1.53
d_1,6.68,5.27,0.66,4.85,5.7,5.47,2.91,1.67,2.57,,2.41,2.31,2.09,1.67,1.87,1.19
c_1,5.45,7.59,6.5,0.65,6.94,4.89,2.7,1.78,,1.34,2.33,2.09,1.79,1.88,3.08,1.59
b_1,7.3,5.97,6.38,3.92,0.64,6.22,2.34,3.04,2.62,2.06,,2.04,2.77,1.98,1.68,1.68
a_1,7.45,6.7,8.38,7.94,5.14,0.58,3.17,3.81,2.56,2.24,3.09,2.46,,2.2,,2.3
h_1,4.62,4.75,3.9,4.48,5.77,4.12,0.63,1.83,1.88,1.81,1.63,1.77,1.58,,2.37,1.62
g_1,4.74,6.07,7.3,7.48,4.54,4.63,2.27,0.58,1.77,1.93,2.35,2.61,1.89,1.09,1.63,
c_0,5.32,4.6,2.78,,5.06,5.67,2.32,2.66,0.7,2.06,1.7,1.72,1.76,1.41,1.38,1.35
d_0,3.27,5.81,,5.21,5.03,4.82,1.98,2.54,2.2,0.69,2.52,1.6,1.43,1.15,1.17,1.57
b_0,4.74,5.29,4.72,5.97,,4.95,2.22,2.07,1.17,1.91,0.69,1.58,2.5,1.54,1.39,1.61
f_0,6.3,,5.33,4.83,4.83,4.99,2.1,1.59,1.61,2.04,2.31,0.66,1.89,1.79,,0.95
a_0,5.5,5.11,6.32,6.78,5.79,,3.03,3.03,2.22,2.71,1.0,2.78,0.6,1.81,2.0,
h_0,4.16,5.22,5.29,5.73,3.86,4.44,,2.19,1.57,2.04,1.35,2.01,1.44,,,1.45
e_0,,6.31,7.32,4.71,5.66,,2.43,2.73,2.58,2.89,2.53,,2.15,,0.61,1.21
g_0,6.6,7.57,5.58,5.51,5.0,4.07,1.7,,1.78,1.77,1.75,1.98,,0.98,1.86,
