,d_1,f_1,e_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
d_1,12865.42,1529.12,1410.93,1516.27,2783.52,11072.44,1703308.17,1130310.38,8130186.69,3094365.54,10281044.73,13402747.59,32957527.0,46490953.97,55474992.2,113676430.32
f_1,1169.12,12805.35,2957.15,1946.76,2985.95,10719.41,1654474.62,3915920.85,4750596.6,2878556.39,7393694.71,1837715.2,42511527.5,28440653.04,29180547.55,103925737.36
e_1,1133.56,1482.18,16550.07,1821.36,3295.0,8942.68,1262728.92,8013170.3,4127008.76,3449561.07,6321741.84,10864288.5,40945905.52,39287168.27,11007305.53,112326909.4
c_1,1359.69,1020.38,1500.73,20760.34,6307.19,6129.36,1479822.98,4356389.87,961732.36,3867943.86,6085225.79,12572420.3,37166907.8,45359498.0,54804956.07,150596031.53
b_1,1293.88,1150.46,1479.72,2001.76,41230.69,20051.7,1761882.12,4679967.24,3252215.88,3616011.4,2152766.53,12676963.44,29451114.28,27408637.8,62119033.94,80976867.71
a_1,1286.4,1878.37,1458.69,1773.95,2054.55,184285.24,1216953.7,3542965.26,4577824.02,3538045.42,8494949.47,12024312.38,39060986.19,14792973.55,43260448.69,135839201.17
h_1,2341.76,3189.64,2051.25,3395.66,5474.94,19689.84,10169627.21,6078325.17,6965301.61,7054657.24,12873211.54,18005473.9,18980612.24,68070976.69,97601859.49,211738330.44
d_0,442.72,2114.19,2474.53,7134.48,5583.34,24666.39,2251031.51,18906561.4,7190674.62,5276435.7,17491220.76,17679793.5,69365187.98,75989206.86,80645154.61,211390648.46
c_0,2524.89,2077.59,2867.03,1677.27,5227.41,22132.14,3053106.95,7285117.51,21502925.21,6272288.45,27107903.07,26112297.66,68936449.02,89076498.43,95759271.62,252451018.14
g_1,3597.94,1946.22,1687.57,2965.88,6408.85,18583.65,2153682.79,5799757.5,7353951.05,30896871.66,13864640.97,32132364.98,66173846.55,41834308.42,83413570.37,112360439.82
b_0,2285.89,2666.14,2211.34,4103.67,2166.71,14715.0,3316251.77,6778017.67,9331718.18,7823470.9,45467832.88,24111269.39,79370707.46,158894482.09,119758054.6,217996606.22
f_0,3252.65,706.74,2447.33,3862.28,5952.97,12920.49,2496233.15,7394201.09,9972299.95,8206438.01,15973291.06,63322525.68,77061741.43,81942278.36,263364033.49,196291316.42
h_0,2308.55,3042.71,2297.07,3204.03,5219.22,22389.68,924358.4,6859874.09,8215282.37,9851677.55,16366123.57,20150175.48,23176963.24,84361133.6,85786055.66,312314174.75
a_0,2713.78,2833.33,2972.92,3671.87,4322.39,7517.77,3225118.14,6338222.63,7693324.92,7203289.71,16718796.88,18260122.59,62939153.37,313378291.52,91012058.46,186378777.84
e_0,2670.61,2402.5,1317.09,3561.19,6595.9,15884.33,2253981.45,6696025.52,11137857.19,7927007.33,11572048.23,26348595.47,85310708.8,79913207.27,408636802.79,235186302.77
g_0,4338.67,1909.11,2055.76,2724.08,5719.52,17905.97,2068135.2,5434737.8,7295706.94,2859487.73,13388140.01,31823628.29,57983909.56,72067183.28,111774184.29,129476772.18
