,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.07,2.09,4.22,4.1,3.04,2.69,1.11,1.19,1.01,1.13,0.9,0.91,0.79,0.77,1.89,0.73
f_1,4.17,1.07,2.87,3.32,3.18,2.99,0.98,1.57,0.82,0.83,1.02,1.29,0.53,0.87,0.68,0.76
d_1,3.65,4.12,1.07,3.52,3.48,3.01,1.57,0.83,1.03,2.06,0.91,1.02,0.81,1.0,0.82,0.6
c_1,3.12,3.81,4.4,1.07,4.31,3.24,1.33,1.66,1.83,0.68,1.16,0.99,0.82,0.98,0.93,0.8
b_1,3.6,3.57,4.57,2.36,1.07,5.07,1.61,1.66,1.71,1.42,2.17,1.22,1.28,1.09,1.0,0.78
a_1,5.76,5.69,4.27,5.12,3.01,1.07,2.12,1.91,1.71,1.79,1.98,1.61,1.56,3.59,1.54,1.31
h_1,7.77,8.48,6.81,7.57,7.73,5.02,1.39,3.28,2.2,2.07,2.16,2.5,3.27,2.18,1.63,2.07
g_1,7.77,8.88,8.31,6.7,8.29,7.61,2.46,1.38,2.47,2.41,2.51,3.56,1.56,2.02,2.3,2.37
c_0,9.82,10.5,5.25,18.06,7.24,7.78,3.31,3.38,1.64,3.49,2.9,2.47,2.51,2.28,2.42,1.85
d_0,5.97,10.65,15.12,9.63,7.26,8.21,3.92,3.5,2.65,1.69,2.38,2.46,2.35,2.45,2.15,2.34
b_0,9.63,10.38,8.96,9.62,15.68,5.79,3.81,3.16,1.8,3.17,1.59,2.77,1.94,3.04,2.29,1.79
f_0,9.25,20.65,9.13,10.39,9.35,7.79,3.31,1.93,2.44,2.79,2.91,1.58,2.6,2.96,3.69,1.74
h_0,10.91,13.41,10.94,11.21,11.08,8.84,6.23,4.71,3.03,3.1,3.83,2.89,3.79,3.27,2.77,2.42
a_0,11.97,13.57,9.74,15.1,12.47,,3.99,6.27,3.26,4.72,1.91,3.2,2.12,1.62,3.77,2.64
e_0,23.05,19.77,13.65,10.73,10.55,10.51,6.02,4.8,3.97,3.85,5.0,2.39,2.82,3.98,1.67,2.36
g_0,12.19,16.19,12.6,14.82,15.89,13.01,3.75,8.42,4.18,4.05,4.25,3.97,2.63,3.27,3.99,4.52
