,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.99,1.14,1.03,1.07,1.12,1.02,1.29,0.85,1.2,0.96,1.03,1.11,1.25,1.09
f_1,1.27,1.0,0.86,1.01,0.9,1.02,0.84,1.04,0.99,0.92,0.94,0.94,0.84,0.92,0.83,1.15
d_1,1.0,1.15,1.0,1.0,0.92,0.87,1.04,0.82,0.96,1.23,0.87,1.19,0.99,1.05,0.93,0.8
c_1,0.88,0.99,1.0,1.0,1.48,0.8,1.01,1.07,0.69,0.84,0.97,0.81,0.98,0.91,1.02,0.96
b_1,0.94,1.12,1.09,0.67,1.0,1.46,0.98,1.12,1.0,1.27,1.03,0.91,1.06,0.94,0.97,1.1
a_1,0.95,0.98,1.14,1.25,0.69,1.0,1.26,1.02,1.14,1.03,1.04,1.11,1.16,0.94,1.28,1.11
h_1,0.92,1.2,0.96,0.98,0.94,0.82,1.0,1.23,0.99,0.91,1.02,0.97,1.16,0.93,0.92,1.1
g_1,0.97,0.99,1.24,0.91,0.91,0.96,0.8,1.0,1.06,1.06,1.16,0.91,0.81,1.04,1.03,1.14
d_0,0.76,1.01,1.1,1.45,1.0,0.84,1.04,0.91,1.0,0.83,0.9,0.98,1.22,1.0,0.96,1.05
c_0,1.13,1.04,0.81,1.22,0.74,0.97,1.1,0.98,1.25,1.0,1.17,1.44,1.04,0.95,0.9,1.13
f_0,0.85,1.05,1.07,1.02,0.98,0.96,1.0,0.85,1.11,0.89,1.0,1.11,1.11,0.95,1.6,0.82
b_0,1.06,1.09,0.85,1.25,1.07,0.92,0.94,1.12,1.05,0.72,0.94,1.0,1.14,1.47,0.77,0.97
h_0,0.95,1.19,1.06,0.98,0.98,0.87,0.88,1.23,0.83,1.0,0.9,0.87,1.0,0.85,0.86,1.1
a_0,0.96,1.08,0.93,1.0,1.13,1.12,1.13,0.95,1.02,1.01,1.0,0.72,1.15,1.0,1.04,0.88
e_0,0.86,1.24,1.0,1.0,1.02,0.85,1.06,0.98,1.05,1.11,0.66,1.22,1.14,1.01,1.0,0.96
g_0,0.91,0.87,1.3,1.04,0.95,0.89,0.89,0.93,0.93,0.89,1.24,1.0,0.93,1.19,1.1,1.0
