,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.3,0.96,0.95,0.93,0.7,0.32,0.41,0.38,0.36,0.35,0.36,0.31,0.3,0.23,0.31
e_1,0.77,1.0,0.99,1.02,0.99,0.8,0.51,0.59,0.39,0.43,0.34,0.37,0.3,0.39,0.38,0.3
d_1,1.04,1.01,1.0,1.07,0.94,0.82,0.43,0.47,0.63,0.36,0.43,0.37,0.34,0.3,0.33,0.23
c_1,1.05,0.98,0.93,1.0,1.44,0.82,0.56,0.32,0.43,0.39,0.35,0.36,0.36,0.29,0.35,0.33
b_1,1.07,1.01,1.06,0.7,1.0,1.14,0.56,0.53,0.54,0.55,0.53,0.35,0.42,0.32,0.32,0.32
a_1,1.43,1.26,1.22,1.23,0.88,1.0,0.92,0.68,0.54,0.63,0.57,0.57,0.5,0.41,0.47,0.53
h_1,3.27,1.93,2.3,1.85,1.71,1.05,1.0,0.82,0.88,1.06,0.91,0.72,0.68,0.62,0.58,0.74
d_0,2.51,1.64,2.32,3.17,1.9,1.45,1.2,1.0,0.81,0.9,0.82,0.98,0.97,0.7,0.7,0.72
c_0,2.76,2.74,1.54,2.29,1.94,1.72,1.16,1.31,1.0,1.07,1.32,0.83,0.74,0.82,0.71,0.74
g_1,2.71,2.3,2.82,2.66,1.82,1.62,0.97,1.07,0.9,1.0,0.99,1.34,0.85,0.73,0.76,0.89
b_0,2.93,2.82,2.13,2.73,1.84,1.69,1.01,1.13,0.77,1.02,1.0,0.84,0.74,1.02,0.86,0.75
f_0,2.98,2.51,2.67,2.94,2.73,1.76,1.31,1.05,1.26,0.77,1.18,1.0,1.01,0.65,1.36,0.61
h_0,3.4,3.16,2.84,2.83,2.45,1.9,1.42,1.07,1.28,1.23,1.34,1.03,1.0,0.69,0.81,1.03
a_0,3.25,2.75,3.66,3.55,3.14,2.37,1.59,1.43,1.41,1.28,1.0,1.46,1.44,1.0,0.75,1.1
e_0,4.66,2.99,2.8,2.99,2.9,2.18,1.66,1.36,1.4,1.28,1.25,0.71,1.3,1.34,1.0,1.09
g_0,3.4,3.23,4.09,3.15,3.08,1.95,1.38,1.39,1.31,1.16,1.31,1.55,0.99,0.94,0.93,1.0
