,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.49,1.73,1.25,1.9,1.47,1.33,6.07,13.0,7.23,5.21,8.5,7.67,13.0,8.95,10.91,4.52
f_1,2.65,5.66,1.5,1.35,1.44,1.43,5.28,6.69,6.24,4.37,7.12,3.53,9.11,7.24,8.54,4.22
d_1,1.47,1.58,6.52,1.18,1.23,1.51,5.84,3.25,14.17,6.94,8.09,9.29,12.45,7.44,12.56,8.44
c_1,1.44,1.55,1.5,7.02,2.76,1.18,5.44,7.07,2.52,4.92,4.68,7.54,8.89,8.04,10.5,8.53
b_1,1.4,1.74,1.5,1.37,7.98,3.11,5.14,7.31,7.34,4.86,3.35,6.01,10.67,5.18,9.68,8.02
a_1,1.41,1.71,1.54,1.72,1.42,10.92,6.02,7.28,6.12,5.92,6.41,6.85,10.72,3.54,11.9,8.86
h_1,1.77,2.53,1.8,1.88,1.85,1.82,15.47,8.73,7.56,9.39,8.91,9.34,10.07,7.66,17.55,9.52
d_0,1.86,1.8,1.21,3.71,2.04,1.73,6.46,15.09,6.34,6.13,8.45,9.6,13.32,8.26,13.15,9.25
c_0,1.99,2.03,1.99,1.31,1.39,2.04,7.76,8.88,16.4,6.52,18.39,11.51,15.15,11.58,14.42,8.87
g_1,1.86,1.41,2.92,1.91,1.5,1.4,6.68,8.21,10.0,23.0,9.27,16.33,12.27,8.96,6.45,10.67
b_0,1.75,2.18,2.43,1.97,1.18,1.43,7.15,7.86,8.1,7.63,18.88,9.77,14.99,19.93,14.52,10.53
f_0,1.17,1.11,2.29,2.21,2.52,2.22,7.01,8.71,9.91,7.97,9.28,20.48,15.38,10.04,14.13,24.19
h_0,1.64,2.73,2.05,2.0,1.62,1.84,4.12,8.56,8.67,8.78,10.6,7.15,8.21,7.88,17.51,9.79
a_0,2.0,1.79,2.2,2.03,2.25,0.98,7.51,9.42,8.51,6.61,9.62,8.84,14.92,26.36,11.24,8.35
g_0,1.12,1.47,3.34,1.93,2.29,1.87,5.9,7.25,8.74,4.3,9.52,15.98,13.58,9.23,10.27,13.68
e_0,0.93,2.26,1.68,2.19,2.3,2.61,6.98,9.67,8.31,6.42,8.05,10.72,15.05,9.17,12.37,28.43
