,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.39,1.2,1.47,1.55,3.25,16.93,28.91,30.4,27.75,40.04,39.57,67.09,86.65,110.75,217.07
e_1,0.72,1.0,1.21,1.67,1.64,3.63,19.69,34.25,44.19,28.55,41.98,56.13,88.98,78.98,142.27,167.89
d_1,0.84,0.83,1.0,1.01,1.55,2.77,16.07,24.52,25.71,33.83,33.28,46.92,71.05,73.08,116.17,120.59
c_1,0.68,0.6,0.99,1.0,1.7,2.18,16.65,23.77,16.48,20.21,25.47,36.43,54.6,54.4,95.08,118.92
b_1,0.65,0.61,0.64,0.59,1.0,3.76,11.67,18.6,18.45,19.74,24.8,28.73,44.41,42.97,79.7,93.22
a_1,0.31,0.28,0.36,0.46,0.26,1.0,5.12,8.27,9.45,9.51,11.97,13.28,29.94,27.47,35.35,38.18
h_1,0.06,0.05,0.06,0.06,0.09,0.18,1.0,1.78,1.82,1.58,1.74,2.41,4.36,3.69,5.94,10.5
g_1,0.03,0.03,0.04,0.04,0.06,0.12,0.55,1.0,0.92,0.99,1.33,2.07,2.43,2.77,3.42,5.4
d_0,0.03,0.02,0.04,0.06,0.05,0.11,0.56,1.14,1.0,0.81,1.33,1.64,3.09,2.65,4.11,6.12
c_0,0.04,0.03,0.03,0.05,0.05,0.11,0.61,0.96,1.17,1.0,1.61,1.56,2.67,2.85,3.87,5.47
b_0,0.03,0.02,0.03,0.04,0.04,0.08,0.56,0.75,0.71,0.62,1.0,1.27,2.17,2.91,3.48,4.72
f_0,0.02,0.02,0.02,0.03,0.04,0.07,0.44,0.47,0.63,0.66,0.8,1.0,1.83,1.43,3.55,2.81
h_0,0.01,0.01,0.01,0.02,0.02,0.03,0.23,0.41,0.32,0.4,0.44,0.53,0.99,0.97,1.72,2.59
a_0,0.01,0.01,0.01,0.02,0.02,0.05,0.28,0.36,0.36,0.36,0.34,0.67,0.99,1.0,1.59,2.41
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.28,0.23,0.27,0.29,0.28,0.59,0.64,1.0,1.23
g_0,,0.01,0.01,0.01,0.01,0.03,0.1,0.19,0.16,0.19,0.22,0.36,0.36,0.39,0.81,1.0
