,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.49,2.27,1.25,1.44,1.43,1.38,2.63,2.78,2.96,3.39,2.91,2.3,3.64,2.79,2.8,3.98
e_1,1.42,2.5,1.37,1.91,1.39,1.45,2.91,2.99,2.71,4.79,3.24,3.46,3.86,3.45,2.9,4.31
d_1,1.63,1.44,2.54,1.2,1.42,1.57,2.76,5.02,2.71,2.76,3.97,3.57,4.21,3.75,3.68,3.71
c_1,1.44,1.18,1.58,2.68,2.52,1.22,2.59,1.84,2.83,2.38,2.39,3.08,3.85,3.19,3.27,4.06
b_1,1.46,1.39,1.62,1.13,2.7,2.67,3.19,3.21,2.72,3.13,2.39,3.32,4.06,2.63,2.99,4.14
a_1,1.67,1.42,1.54,1.69,1.14,3.17,3.52,3.33,2.87,3.86,3.76,3.46,4.51,3.05,3.16,4.31
h_1,1.98,1.49,1.63,1.61,1.38,1.42,4.11,3.15,3.63,2.9,3.49,3.23,3.61,3.83,3.26,5.0
c_0,1.84,1.61,1.48,1.53,1.37,1.39,2.94,4.33,3.44,3.82,5.58,3.77,4.58,4.48,3.83,4.21
g_1,1.3,1.48,2.22,1.59,1.55,1.46,2.55,3.42,4.6,2.71,3.08,4.63,3.94,3.24,3.27,3.54
d_0,1.5,1.39,1.41,2.59,1.55,1.29,3.32,2.69,3.13,4.18,3.4,3.02,4.67,3.83,3.36,4.1
b_0,1.78,1.62,1.54,1.86,1.39,1.13,3.1,3.07,3.42,3.31,4.58,3.48,4.5,6.18,3.65,3.89
f_0,1.47,1.3,1.63,1.68,1.68,1.52,3.19,3.73,2.9,3.26,3.66,4.75,4.61,4.58,6.24,3.85
h_0,1.91,1.58,1.69,1.67,1.43,1.23,2.57,3.31,3.62,3.05,3.11,3.33,3.55,3.14,3.86,4.92
a_0,1.85,1.39,1.57,1.87,1.75,1.02,2.97,3.12,3.29,3.25,3.24,3.47,4.47,5.08,4.23,3.83
e_0,1.72,1.26,1.64,1.72,1.67,1.37,3.31,3.46,3.72,3.26,3.68,3.09,4.58,3.84,5.44,4.32
g_0,1.4,1.37,2.09,1.58,1.44,1.4,2.77,3.37,3.01,3.22,3.78,5.01,4.05,3.92,4.25,3.57
