,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10107.54,131.52,158.54,231.2,350.38,1580.71,226776.53,321155.31,1205609.92,899075.01,1601788.97,2625426.82,5540128.03,7988224.83,,13721722.07
f_1,234.81,10254.26,208.31,323.15,340.68,1080.69,173536.84,322028.49,574221.71,879531.2,1345688.23,,6018123.49,9402977.46,9390799.85,22514775.76
d_1,120.03,150.29,17478.95,211.02,296.11,1843.51,339525.77,429916.8,,1516672.53,1303933.37,1981239.14,7210321.9,7361462.56,7313234.51,14611449.3
c_1,140.97,120.33,205.08,22380.53,721.91,1768.81,160906.85,451781.61,706657.56,,1370249.12,2263045.07,6314188.44,6107252.79,10429877.23,19010409.84
b_1,137.07,126.68,215.9,303.45,33949.9,2654.42,220472.71,490951.62,652736.79,726319.6,,1967403.05,6077449.22,7964110.79,10737625.45,15891257.97
a_1,141.82,119.8,224.59,183.16,456.01,229563.91,211734.64,455777.11,647244.66,859914.31,889242.21,4037409.91,5172656.25,,,13976260.8
h_1,457.68,811.89,914.23,1329.91,1343.63,4221.57,11004629.34,1857914.94,1702776.27,2675941.33,5087186.69,5932949.83,,21976130.88,50793179.19,98663095.18
g_1,400.14,490.11,1296.15,812.06,1342.54,8706.64,440185.17,23688415.54,1984950.62,3928111.97,6158291.05,13832248.74,23513006.88,,,
d_0,740.19,820.1,,2286.57,1963.64,7425.82,1136171.17,1257791.98,19100026.35,3101320.4,7064575.11,12600955.38,28461477.15,34006048.28,48395861.0,108566824.33
c_0,760.74,677.09,1089.86,,1556.33,8004.31,1329653.15,2636230.66,3180970.16,25971899.0,13199187.08,14488093.69,25264784.54,34618769.88,35692504.3,76797220.03
b_0,744.04,646.47,991.59,1082.48,,6274.68,1202691.73,2330008.09,2125958.04,3535427.03,54092254.92,11412012.78,32047751.35,83993081.01,56621904.67,108937612.66
f_0,572.8,,1195.72,1320.97,1761.68,8128.36,1305252.56,2034587.84,3750704.24,3969221.76,11101062.41,87938691.89,32498056.19,,109480594.82,75264117.48
h_0,931.47,1610.7,1561.88,2062.21,2665.64,15550.74,,3670036.21,5610048.24,6454644.08,7495746.37,19386540.28,,42095123.93,44593072.81,156590441.6
a_0,806.0,653.61,946.85,1927.16,1298.03,,1215981.14,,2149449.29,4244709.88,6615720.89,,47034972.8,428144289.31,,114377548.7
e_0,,485.7,1359.93,1363.89,1377.97,,1871755.14,,1955845.78,5454769.94,5150303.15,14197322.75,34952088.29,,592537439.35,
g_0,1159.83,1249.17,2692.49,1283.89,3283.38,13989.87,1640441.64,,3624692.44,6530109.41,7437549.58,15035052.97,42302261.25,55691064.58,,
