,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.59,0.83,1.12,1.0,0.82,0.5,0.61,0.5,0.4,0.38,0.43,0.35,0.39,0.65,0.36
f_1,1.0,0.41,0.87,0.89,0.75,0.79,0.35,0.52,0.39,0.35,0.39,0.57,0.26,0.35,0.36,0.36
d_1,0.99,0.85,0.39,0.89,0.89,0.88,0.43,0.31,0.68,0.43,0.43,0.35,0.33,0.37,0.36,0.25
c_1,0.65,0.91,1.06,0.38,0.96,0.88,0.54,0.48,0.25,0.49,0.39,0.4,0.35,0.47,0.44,0.36
b_1,0.83,1.03,0.87,0.55,0.37,1.18,0.52,0.48,0.4,0.53,0.6,0.41,0.34,0.37,0.42,0.32
a_1,0.95,0.99,0.87,0.92,0.55,0.31,0.55,0.55,0.39,0.43,0.46,0.39,0.42,0.76,0.37,0.44
h_1,0.8,0.87,0.83,0.71,0.68,0.67,0.25,0.5,0.41,0.34,0.33,0.31,0.41,0.33,0.31,0.34
g_1,0.74,0.84,0.9,0.83,0.77,0.73,0.32,0.23,0.38,0.35,0.37,0.4,0.23,0.35,0.28,0.38
d_0,0.51,0.8,1.14,0.91,0.91,0.71,0.43,0.43,0.26,0.36,0.34,0.34,0.31,0.49,0.36,0.3
c_0,0.79,0.89,0.51,1.24,0.82,0.79,0.49,0.43,0.49,0.25,0.41,0.4,0.31,0.37,0.37,0.27
b_0,0.76,0.78,0.63,0.94,1.22,0.75,0.49,0.44,0.37,0.23,0.24,0.36,0.34,0.37,0.32,0.34
f_0,0.71,1.15,0.81,0.78,0.79,0.73,0.46,0.3,0.37,0.35,0.31,0.24,0.31,0.35,0.39,0.21
h_0,0.71,0.83,0.73,0.8,0.82,0.67,0.59,0.47,0.35,0.33,0.33,0.34,0.36,0.37,0.31,0.32
a_0,0.8,0.86,0.71,0.74,1.09,0.78,0.48,0.47,0.36,0.31,0.21,0.37,0.3,0.2,0.33,0.3
e_0,1.04,1.0,0.78,0.73,0.64,0.81,0.43,0.44,0.37,0.35,0.37,0.19,0.35,0.35,0.2,0.23
g_0,0.74,0.82,0.95,0.75,0.82,0.62,0.29,0.58,0.43,0.37,0.32,0.37,0.23,0.36,0.33,0.37
