,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.5,0.63,0.54,0.81,0.7,0.62,0.84,0.72,1.44,0.79,0.76,0.78,0.92,0.65,0.47,0.73
f_1,1.06,1.51,0.59,0.68,0.64,0.43,0.67,0.61,0.83,0.73,0.83,0.47,0.77,0.62,0.49,0.92
d_1,0.8,0.81,1.56,0.5,0.54,0.52,0.87,0.64,0.51,1.41,0.9,0.79,0.94,0.77,0.76,0.69
c_1,0.65,0.71,0.77,1.56,1.02,0.42,0.8,0.67,0.6,0.34,0.68,0.83,0.77,0.69,0.75,0.73
b_1,0.67,0.69,0.83,0.68,1.6,0.95,0.73,0.86,0.77,0.7,0.44,0.77,0.82,0.55,0.73,0.74
a_1,0.71,0.95,0.84,0.78,0.52,1.78,0.93,0.82,0.82,0.96,0.86,0.98,1.11,0.43,0.67,0.94
h_1,0.8,1.23,0.91,0.91,0.85,0.74,1.73,1.23,0.83,0.93,0.99,0.94,0.81,0.93,0.86,1.26
g_1,0.84,0.96,1.35,0.91,0.63,0.65,0.97,1.83,0.88,1.02,1.0,1.42,0.98,0.82,1.05,0.82
d_0,0.74,0.98,0.6,1.54,0.99,0.75,1.24,1.15,1.57,0.89,0.97,1.0,1.11,1.05,0.9,1.01
c_0,0.97,1.16,0.83,0.89,0.8,0.66,1.26,1.03,1.14,1.58,1.77,1.03,1.27,1.18,1.15,1.16
b_0,1.09,1.04,0.94,0.97,0.67,0.67,1.17,1.13,1.15,0.91,1.66,0.88,1.22,1.89,0.87,1.19
f_0,0.86,0.87,1.21,0.93,0.93,0.74,1.16,0.98,1.03,1.2,1.27,1.7,1.38,0.98,1.64,1.04
h_0,0.99,1.33,0.93,1.0,1.04,0.62,0.9,1.35,1.22,1.15,1.04,1.0,0.9,0.78,0.86,1.54
a_0,1.11,1.1,1.12,0.92,0.87,0.69,1.05,1.25,1.04,1.21,0.91,0.96,1.46,1.79,1.04,1.19
e_0,0.79,1.38,0.96,0.95,1.04,0.91,1.3,1.04,1.18,1.27,1.33,0.86,1.53,0.99,1.74,1.06
g_0,1.14,0.87,1.4,1.02,0.93,0.77,1.1,0.93,1.12,1.06,1.11,1.48,1.07,1.12,1.07,0.94
