,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.65,0.69,1.07,0.92,1.04,0.83,0.46,0.4,0.42,0.32,0.36,0.39,0.29,0.32,0.37,0.3
f_1,1.06,0.65,0.93,0.93,0.85,0.74,0.33,0.39,0.46,0.34,0.35,0.35,0.22,0.32,0.27,0.27
c_1,0.8,1.0,0.64,1.17,1.09,0.84,0.4,0.25,0.43,0.37,0.3,0.33,0.3,0.32,0.32,0.31
d_1,1.08,0.98,0.94,0.63,0.97,0.9,0.41,0.51,0.3,0.39,0.35,0.36,0.26,0.34,0.33,0.21
b_1,1.02,1.22,0.69,1.09,0.61,1.24,0.48,0.36,0.47,0.5,0.46,0.39,0.37,0.31,0.37,0.32
a_1,1.3,1.4,1.22,1.23,0.68,0.57,0.59,0.49,0.61,0.45,0.63,0.46,0.41,0.56,0.44,0.35
h_1,1.6,1.68,1.64,1.59,1.42,1.3,0.53,0.53,0.68,0.53,0.58,0.51,0.53,0.56,0.48,0.51
d_0,1.23,1.54,1.99,1.85,1.92,1.65,0.91,0.55,0.87,0.54,0.58,0.66,0.61,0.5,0.73,0.63
g_1,1.7,1.65,1.83,1.83,1.81,1.55,0.67,0.63,0.51,0.61,0.61,0.61,0.43,0.55,0.54,0.55
c_0,1.88,1.77,2.39,1.22,1.66,1.54,0.95,0.97,0.7,0.54,0.72,0.62,0.51,0.65,0.61,0.5
b_0,1.69,1.66,2.43,1.5,2.05,1.32,0.82,0.8,0.77,0.44,0.54,0.61,0.51,0.74,0.63,0.52
f_0,1.84,2.19,1.87,1.83,1.85,1.74,0.97,0.72,0.59,0.71,0.66,0.52,0.55,0.67,0.75,0.39
h_0,2.05,2.25,2.02,2.03,1.73,1.63,0.91,0.72,0.98,0.72,0.75,0.7,0.64,0.63,0.58,0.54
a_0,2.02,1.89,2.36,1.89,2.47,1.92,0.9,0.93,0.85,0.62,0.5,0.67,0.61,0.52,0.71,0.61
e_0,2.24,2.97,2.11,1.99,1.99,1.65,0.91,0.74,0.79,0.72,0.7,0.47,0.62,0.64,0.51,0.51
g_0,2.16,2.19,2.09,2.26,1.99,2.0,0.78,0.76,0.92,0.78,0.75,0.82,0.53,0.7,0.72,0.64
