,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.73,1.06,1.0,1.22,0.87,1.03,1.33,0.87,0.97,0.89,1.12,1.05,0.9,,0.96
f_1,1.38,1.0,0.9,1.03,1.02,1.18,0.74,1.0,1.1,0.87,1.16,,1.1,0.69,0.64,1.09
c_1,0.94,1.11,1.0,0.99,1.37,1.21,1.19,0.67,1.12,,0.81,0.98,1.08,1.03,0.84,0.94
d_1,1.0,0.97,1.02,1.0,1.05,0.89,0.93,,0.9,1.51,0.9,0.96,0.97,1.19,0.9,0.71
b_1,0.82,0.98,0.73,0.95,1.0,1.26,1.02,0.97,1.07,1.3,,1.04,0.98,1.04,1.06,1.32
a_1,1.15,0.85,0.83,1.12,0.8,1.0,1.17,1.15,,1.04,1.06,0.89,1.26,,1.0,0.83
h_1,0.97,1.35,0.84,1.08,0.98,0.85,1.0,0.87,1.31,0.77,1.05,1.11,,1.0,0.87,1.04
d_0,0.75,1.0,1.49,,1.03,0.87,1.15,1.0,1.26,0.94,0.93,0.78,0.99,0.89,1.05,1.06
g_1,1.14,0.91,0.89,1.11,0.94,,0.76,0.8,1.0,1.04,1.05,1.37,0.97,,1.24,
c_0,1.03,1.15,,0.66,0.77,0.96,1.3,1.06,0.96,1.0,1.48,1.03,0.87,0.96,,1.04
b_0,1.13,0.86,1.24,1.11,,0.94,0.95,1.07,0.95,0.68,1.0,0.94,0.98,1.28,1.1,1.24
f_0,0.89,,1.02,1.04,0.96,1.12,0.9,1.28,0.73,0.97,1.06,1.0,1.08,1.21,1.44,0.82
h_0,0.96,0.91,0.92,1.03,1.02,0.79,,1.01,1.03,1.14,1.02,0.93,,1.0,0.9,1.4
a_0,1.11,1.44,0.97,0.84,0.96,,1.0,1.12,,1.04,0.78,0.83,1.0,1.0,,0.84
e_0,,1.55,1.19,1.11,0.94,1.0,1.15,0.95,0.81,,0.91,0.69,1.11,,1.0,1.04
g_0,1.04,0.92,1.07,1.41,0.76,1.21,0.96,0.94,,0.96,0.81,1.22,0.72,1.19,0.96,
