,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.83,0.96,1.16,1.0,1.01,1.09,1.47,1.0,1.04,0.95,1.12,1.08,0.93,1.1,0.96
f_1,1.2,1.0,0.88,0.95,1.03,0.93,0.86,0.97,0.98,1.04,1.01,0.93,0.83,1.04,1.14,0.95
d_1,1.05,1.13,1.0,1.05,0.86,0.94,0.98,0.94,1.25,0.77,1.1,1.0,0.96,1.02,0.76,0.93
c_1,0.86,1.05,0.95,1.0,1.38,0.94,0.97,0.76,0.81,0.98,0.8,0.96,1.06,0.85,0.98,1.05
b_1,0.99,0.97,1.17,0.73,1.0,1.44,1.04,0.92,1.06,1.08,0.96,0.95,1.04,1.02,1.01,1.04
a_1,1.0,1.08,1.07,1.07,0.69,1.0,1.16,1.01,1.01,1.14,1.32,1.01,1.14,1.22,1.15,1.04
h_1,0.92,1.19,1.05,1.03,0.94,0.81,1.0,1.0,0.96,1.2,0.93,0.87,0.91,0.91,1.19,0.89
d_0,0.7,1.02,1.11,1.35,1.07,0.93,1.02,1.0,0.82,1.1,0.98,1.01,1.08,0.84,1.11,1.03
c_0,0.98,1.03,0.82,1.08,0.96,1.0,1.06,1.17,1.0,1.08,1.37,1.11,0.95,1.22,1.05,1.03
g_1,1.0,0.94,1.28,1.0,0.98,0.84,0.81,0.89,0.93,1.0,0.94,1.3,0.81,0.86,0.99,1.01
b_0,1.01,1.0,0.9,1.25,0.99,0.76,1.06,0.98,0.72,1.06,1.0,0.98,1.22,1.5,0.97,1.08
f_0,0.91,1.1,1.0,1.01,1.11,0.98,1.22,0.94,0.87,0.75,1.02,1.0,1.02,1.03,0.85,1.4
h_0,0.93,1.17,1.05,0.95,1.01,0.82,1.09,0.96,1.01,1.26,0.82,0.95,1.0,0.91,1.2,0.87
a_0,1.13,0.94,0.99,1.14,1.07,0.79,1.07,1.08,0.87,1.11,0.74,0.92,1.08,1.0,1.1,0.89
g_0,0.95,0.94,1.27,0.99,0.98,0.81,0.83,0.94,0.96,0.94,1.04,1.22,0.83,0.85,1.0,0.91
e_0,0.99,1.18,1.06,0.89,0.96,1.01,1.15,0.85,0.97,0.96,1.01,0.72,1.25,1.04,1.18,1.0
