,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,2.44,1.24,1.16,1.48,1.19,1.17,2.37,4.38,2.58,2.47,2.59,2.85,3.58,2.44,3.51,1.81
f_1,1.79,2.5,1.13,1.15,1.19,1.06,2.11,2.56,2.64,2.51,2.74,1.87,2.93,2.73,3.46,2.54
d_1,1.26,1.46,2.51,1.21,1.02,1.19,2.46,1.76,3.96,1.87,3.16,2.87,3.12,2.82,2.95,2.73
c_1,1.11,1.28,1.1,2.59,2.0,1.21,2.12,2.36,1.51,2.21,1.91,2.6,3.44,2.15,3.14,3.07
b_1,1.19,1.12,1.38,1.06,2.71,2.12,2.35,2.42,2.6,2.3,1.86,2.6,3.24,2.61,3.26,2.89
a_1,1.15,1.23,1.36,1.38,1.0,3.26,2.76,2.55,2.7,2.41,3.22,2.97,3.73,2.58,3.41,3.09
h_1,1.16,1.76,1.56,1.32,1.27,1.13,4.05,2.88,2.91,3.44,2.78,2.63,2.5,2.88,4.5,3.03
d_0,1.08,1.45,1.1,2.18,1.52,1.25,2.63,3.91,2.19,2.94,2.81,2.98,3.92,2.41,3.83,3.22
c_0,1.29,1.45,1.34,1.17,1.25,1.38,2.87,3.13,3.98,2.86,5.03,3.29,3.49,3.92,3.87,3.31
g_1,1.4,1.31,1.83,1.29,1.25,1.09,2.25,2.68,2.78,4.44,2.91,4.42,3.02,2.59,2.93,3.44
b_0,1.41,1.43,1.3,1.55,1.11,0.99,2.72,2.83,2.63,2.93,4.3,3.19,4.62,5.53,3.62,3.46
f_0,1.18,1.26,1.43,1.42,1.54,1.46,3.25,2.73,2.62,2.27,3.28,4.66,3.9,3.29,3.62,5.5
h_0,1.31,1.8,1.46,1.29,1.34,1.15,2.17,2.77,2.95,3.43,2.53,2.97,3.13,2.96,4.59,2.68
a_0,1.51,1.26,1.4,1.51,1.43,0.91,3.02,2.98,2.77,3.04,2.75,2.84,4.14,5.1,4.07,2.87
g_0,1.29,1.2,2.11,1.36,1.34,0.99,2.29,2.59,2.85,1.96,3.15,4.26,3.15,2.62,3.03,2.95
e_0,1.04,1.55,1.55,1.27,1.32,1.48,3.23,2.53,3.0,2.76,3.09,2.79,4.6,3.26,4.46,5.11
