,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.89,0.24,0.25,0.17,0.2,0.12,0.2,0.37,0.16,0.12,0.15,0.18,0.14,0.18,0.06,0.16
f_1,0.42,0.89,0.18,0.18,0.16,0.13,0.16,0.2,0.18,0.11,0.16,0.07,0.12,0.15,0.09,0.15
c_1,0.18,0.22,0.89,0.22,0.34,0.11,0.16,0.17,0.08,0.13,0.12,0.15,0.1,0.17,0.1,0.13
d_1,0.22,0.25,0.15,0.9,0.2,0.11,0.21,0.1,0.35,0.17,0.22,0.15,0.15,0.2,0.13,0.14
b_1,0.22,0.22,0.27,0.21,0.89,0.2,0.19,0.19,0.17,0.12,0.07,0.13,0.09,0.18,0.1,0.15
a_1,0.23,0.22,0.23,0.22,0.19,0.88,0.21,0.21,0.17,0.14,0.17,0.15,0.1,0.18,0.13,0.2
h_1,0.24,0.4,0.22,0.28,0.23,0.14,0.58,0.22,0.23,0.23,0.21,0.19,0.16,0.13,0.15,0.21
d_0,0.27,0.3,0.49,0.17,0.25,0.12,0.2,0.47,0.19,0.17,0.15,0.18,0.16,0.22,0.12,0.15
c_0,0.28,0.31,0.16,0.3,0.18,0.14,0.25,0.24,0.45,0.21,0.42,0.24,0.21,0.23,0.12,0.18
g_1,0.26,0.21,0.27,0.4,0.22,0.13,0.2,0.17,0.23,0.57,0.2,0.32,0.17,0.22,0.18,0.09
b_0,0.25,0.29,0.26,0.28,0.16,0.16,0.25,0.25,0.29,0.2,0.46,0.22,0.34,0.2,0.15,0.2
f_0,0.22,0.2,0.29,0.26,0.26,0.16,0.26,0.27,0.25,0.19,0.26,0.47,0.19,0.3,0.28,0.17
a_0,0.28,0.3,0.29,0.28,0.2,0.1,0.25,0.27,0.29,0.15,0.22,0.18,0.4,0.21,0.16,0.16
h_0,0.27,0.37,0.25,0.29,0.23,0.13,0.12,0.24,0.26,0.25,0.21,0.18,0.14,0.19,0.15,0.24
e_0,0.18,0.31,0.23,0.31,0.26,0.13,0.27,0.25,0.3,0.23,0.23,0.2,0.18,0.27,0.38,0.21
g_0,0.24,0.26,0.24,0.45,0.23,0.15,0.22,0.19,0.27,0.12,0.18,0.31,0.15,0.22,0.14,0.14
