,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.28,0.85,0.83,0.92,0.6,0.4,0.48,0.39,0.4,0.36,0.43,0.3,0.35,0.32,0.25
e_1,0.78,1.0,1.02,1.12,0.91,0.81,0.55,0.44,0.45,0.6,0.42,0.45,0.39,0.34,0.36,0.37
d_1,1.18,0.99,1.0,0.83,0.86,0.74,0.46,0.41,0.59,0.48,0.45,0.38,0.34,0.31,0.27,0.32
c_1,1.2,0.89,1.19,1.0,1.27,0.69,0.49,0.4,0.36,0.31,0.34,0.39,0.32,0.31,0.34,0.29
b_1,1.11,1.1,1.16,0.79,1.0,1.16,0.65,0.51,0.53,0.44,0.47,0.39,0.42,0.3,0.36,0.35
a_1,1.66,1.21,1.37,1.44,0.85,1.0,0.69,0.65,0.47,0.59,0.62,0.5,0.54,0.5,0.39,0.48
h_1,2.57,1.81,2.17,2.01,1.59,1.41,1.0,1.09,0.91,0.85,0.86,0.69,0.7,0.63,0.78,0.65
g_1,2.01,2.24,2.69,2.3,1.97,1.49,0.91,1.0,0.92,0.75,0.85,1.09,0.64,0.67,0.67,0.67
c_0,2.6,2.21,1.69,2.51,1.86,2.0,1.1,1.09,1.0,1.12,1.31,0.99,0.8,0.88,0.76,0.78
d_0,2.31,1.71,2.13,3.44,2.3,1.62,1.14,1.26,0.86,1.0,0.95,0.88,0.77,0.84,0.77,0.78
b_0,2.78,2.4,2.19,2.96,2.21,1.6,1.22,1.16,0.8,1.02,1.0,0.93,0.88,1.17,0.83,0.89
f_0,2.44,2.23,2.53,2.35,2.34,2.12,1.48,0.94,1.03,1.1,1.07,1.0,0.87,0.84,0.71,1.15
h_0,3.45,2.65,2.83,2.93,2.42,1.91,1.46,1.52,1.21,1.26,1.12,1.18,1.0,0.97,1.09,0.73
a_0,2.87,2.82,3.4,3.1,3.04,2.0,1.65,1.53,1.18,1.23,0.91,1.17,1.0,1.0,1.0,0.92
g_0,3.15,2.81,3.78,2.98,2.74,2.39,1.31,1.49,1.29,1.32,1.19,1.43,0.9,1.0,1.0,1.2
e_0,3.98,2.9,3.18,3.28,2.96,2.29,1.53,1.42,1.28,1.21,1.13,0.83,1.42,1.19,0.84,1.0
