,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,102.27,56.17,88.4,68.86,109.52,307.99,11394.62,29149.83,18162.69,23345.86,29422.68,50519.29,95628.61,95799.45,78300.64,152513.57
f_1,74.36,113.68,65.54,69.27,101.59,249.47,8505.66,18338.11,18339.9,23334.11,27411.55,27614.94,74248.37,82218.29,70095.21,148350.72
c_1,40.93,57.15,131.89,69.63,174.97,254.53,8913.69,13644.6,15721.31,10275.09,16701.11,35554.25,80174.63,75036.87,85643.74,131647.36
d_1,46.85,55.33,47.6,136.78,109.63,296.4,9463.86,13313.97,18396.94,36537.92,28616.43,40699.3,80524.95,88550.19,94669.72,119981.83
b_1,36.08,44.7,46.44,52.38,199.96,497.59,8880.16,13351.41,15179.09,19886.64,14386.61,31039.49,81854.94,58367.68,82080.81,117099.07
a_1,27.6,38.17,45.75,40.42,44.83,481.08,6531.66,9815.52,9148.31,12272.52,18595.54,23607.98,49979.71,32383.82,59418.58,85553.35
h_1,9.85,18.63,18.49,17.65,25.64,69.6,4023.78,3555.3,5090.34,4721.84,6265.02,7888.85,19463.41,18420.49,24639.25,44332.11
d_0,8.82,11.31,24.14,8.47,25.32,67.85,2547.45,5160.21,3815.02,3529.1,5062.09,8292.72,18950.92,14533.32,20969.33,27663.54
g_1,9.59,9.81,12.82,20.32,20.28,55.59,1992.36,3007.96,6449.64,4701.82,5510.2,11205.51,14927.46,14799.07,19872.42,22258.9
c_0,11.8,11.53,12.73,12.12,16.07,61.58,2207.5,3971.07,3770.8,6396.7,7883.7,7298.06,16767.97,17269.53,17134.31,26607.66
b_0,9.5,9.78,16.22,13.75,15.38,45.84,1994.86,3368.94,3305.62,3755.74,7037.02,7537.83,15579.18,26883.51,20664.25,28868.82
f_0,6.86,8.64,11.59,11.07,17.85,53.75,2068.41,2902.55,3023.17,4339.13,4675.11,9980.3,14988.52,13854.54,29577.67,22713.46
h_0,5.76,10.73,8.9,10.28,11.72,36.36,1175.39,2074.86,3067.1,3197.17,3573.27,5675.53,9794.69,11654.63,13488.47,23626.11
a_0,6.63,7.13,8.93,10.12,14.62,24.1,1360.16,2446.63,2418.24,3097.6,2739.19,5122.77,10799.21,17117.64,13411.75,19138.27
e_0,4.73,9.05,9.82,8.49,12.98,37.32,1466.43,2084.64,2482.57,3121.71,3155.2,4136.29,12052.01,10248.76,19202.66,19027.71
g_0,4.65,6.49,7.65,11.53,11.28,34.05,1031.64,1720.44,1739.97,2831.15,3124.72,6256.45,10663.46,10165.95,12126.19,14560.7
