,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.9,0.25,0.19,0.22,0.18,0.11,0.22,0.17,0.38,0.17,0.18,0.17,0.21,0.15,0.08,0.12
f_1,0.43,0.89,0.2,0.18,0.16,0.09,0.19,0.14,0.19,0.15,0.08,0.14,0.17,0.09,0.09,0.15
d_1,0.25,0.23,0.9,0.15,0.16,0.13,0.18,0.19,0.11,0.38,0.19,0.19,0.21,0.12,0.13,0.16
c_1,0.2,0.25,0.2,0.89,0.32,0.09,0.19,0.14,0.19,0.08,0.16,0.12,0.21,0.13,0.13,0.16
b_1,0.21,0.24,0.18,0.2,0.88,0.22,0.23,0.18,0.19,0.2,0.18,0.09,0.17,0.12,0.11,0.16
a_1,0.2,0.27,0.22,0.23,0.18,0.88,0.23,0.12,0.18,0.18,0.16,0.18,0.17,0.07,0.1,0.17
h_1,0.28,0.37,0.27,0.23,0.19,0.12,0.59,0.29,0.21,0.22,0.23,0.19,0.14,0.15,0.15,0.24
g_1,0.25,0.24,0.42,0.19,0.18,0.14,0.25,0.57,0.19,0.22,0.36,0.19,0.23,0.18,0.2,0.12
d_0,0.24,0.28,0.17,0.45,0.23,0.15,0.24,0.19,0.42,0.2,0.21,0.2,0.21,0.18,0.16,0.21
c_0,0.32,0.28,0.29,0.14,0.17,0.15,0.26,0.2,0.25,0.46,0.27,0.45,0.25,0.19,0.16,0.25
f_0,0.24,0.18,0.29,0.29,0.21,0.16,0.28,0.22,0.24,0.25,0.46,0.25,0.26,0.2,0.33,0.24
b_0,0.3,0.28,0.31,0.25,0.14,0.1,0.23,0.22,0.23,0.19,0.24,0.44,0.29,0.35,0.17,0.24
h_0,0.26,0.39,0.27,0.25,0.19,0.13,0.15,0.25,0.26,0.2,0.22,0.19,0.16,0.14,0.16,0.26
a_0,0.28,0.31,0.33,0.23,0.2,0.11,0.27,0.21,0.25,0.22,0.23,0.19,0.29,0.4,0.19,0.22
e_0,0.2,0.36,0.28,0.22,0.23,0.12,0.3,0.18,0.27,0.28,0.2,0.23,0.25,0.19,0.39,0.24
g_0,0.24,0.23,0.47,0.26,0.18,0.12,0.24,0.17,0.19,0.23,0.27,0.22,0.23,0.17,0.15,0.15
