,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.92,0.47,0.33,0.46,0.32,0.2,0.39,0.6,0.35,0.25,0.36,0.3,0.37,0.23,0.27,0.16
f_1,0.69,0.92,0.36,0.37,0.29,0.2,0.38,0.39,0.32,0.23,0.32,0.19,0.31,0.23,0.25,0.14
d_1,0.46,0.45,0.92,0.28,0.25,0.24,0.4,0.28,0.65,0.32,0.4,0.33,0.37,0.24,0.31,0.22
c_1,0.41,0.46,0.38,0.91,0.57,0.23,0.36,0.37,0.24,0.22,0.22,0.27,0.32,0.2,0.27,0.22
b_1,0.42,0.45,0.38,0.32,0.9,0.48,0.37,0.37,0.34,0.24,0.24,0.28,0.32,0.14,0.3,0.19
a_1,0.47,0.5,0.39,0.4,0.31,0.89,0.42,0.35,0.32,0.27,0.3,0.28,0.35,0.14,0.31,0.22
h_1,0.47,0.58,0.43,0.39,0.36,0.24,0.66,0.41,0.33,0.33,0.32,0.3,0.33,0.2,0.4,0.23
d_0,0.45,0.47,0.33,0.66,0.38,0.23,0.4,0.56,0.27,0.24,0.32,0.33,0.35,0.21,0.27,0.24
c_0,0.5,0.53,0.42,0.33,0.25,0.26,0.47,0.42,0.56,0.31,0.64,0.37,0.42,0.33,0.33,0.23
g_1,0.47,0.38,0.61,0.39,0.3,0.23,0.41,0.38,0.43,0.64,0.38,0.51,0.36,0.26,0.23,0.27
b_0,0.49,0.54,0.45,0.39,0.27,0.19,0.44,0.35,0.4,0.32,0.55,0.34,0.43,0.46,0.3,0.22
f_0,0.36,0.44,0.46,0.43,0.4,0.31,0.44,0.42,0.41,0.3,0.37,0.52,0.43,0.23,0.29,0.49
h_0,0.48,0.61,0.45,0.39,0.31,0.23,0.32,0.38,0.37,0.32,0.4,0.28,0.26,0.25,0.37,0.2
a_0,0.51,0.49,0.46,0.38,0.36,0.19,0.49,0.45,0.39,0.3,0.34,0.31,0.39,0.46,0.28,0.2
g_0,0.33,0.44,0.6,0.38,0.4,0.26,0.37,0.33,0.44,0.23,0.36,0.49,0.39,0.26,0.29,0.32
e_0,0.38,0.56,0.39,0.41,0.42,0.27,0.44,0.4,0.37,0.27,0.33,0.34,0.44,0.21,0.28,0.47
