,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.49,1.08,0.62,0.56,0.6,0.48,0.72,0.7,0.65,0.78,0.74,0.38,0.72,0.63,0.57,0.85
e_1,0.68,1.51,0.77,0.63,0.59,0.61,0.86,1.45,0.76,0.94,0.78,0.88,0.8,0.66,0.74,0.78
c_1,0.73,0.69,1.55,0.7,1.05,0.52,0.7,0.63,0.59,0.39,0.72,0.69,0.83,0.64,0.56,0.74
d_1,0.84,0.68,0.62,1.57,0.58,0.58,0.77,0.63,0.76,1.17,0.91,0.65,0.97,0.75,0.53,0.8
b_1,0.81,0.68,0.59,0.77,1.6,0.94,0.92,0.71,0.65,0.69,0.42,0.8,0.9,0.54,0.55,0.94
a_1,0.82,0.66,0.81,0.76,0.61,1.75,0.97,0.95,0.82,0.92,0.88,1.06,0.93,0.54,0.88,0.71
h_1,1.21,0.86,0.94,0.93,0.72,0.62,1.72,1.05,1.19,1.01,1.2,0.85,0.84,0.86,0.97,1.17
d_0,0.95,0.71,1.67,0.66,0.81,0.76,1.05,1.57,1.15,0.97,1.21,1.01,1.35,1.0,1.03,1.0
g_1,0.92,0.87,1.02,1.24,0.99,0.62,0.9,0.9,1.83,0.85,1.06,1.52,1.12,1.05,0.9,0.78
c_0,0.96,0.9,0.9,0.92,0.8,0.66,1.2,1.2,1.15,1.64,1.96,1.0,1.44,1.12,1.01,1.06
b_0,1.13,0.99,1.14,0.92,0.67,0.61,1.19,1.17,1.0,0.82,1.66,1.11,1.35,1.86,1.15,1.11
f_0,0.82,0.85,1.15,1.08,0.95,0.56,1.24,1.25,0.96,1.07,1.1,1.73,1.55,1.42,2.11,0.85
h_0,1.51,1.06,0.92,0.96,0.87,0.79,1.04,1.02,1.28,0.96,1.2,0.97,0.88,0.99,1.05,1.46
a_0,1.07,1.07,1.16,0.97,1.03,0.5,1.22,1.22,0.99,1.11,0.75,1.06,1.39,1.74,1.08,1.21
e_0,0.97,0.66,1.3,1.39,1.12,0.76,1.09,1.09,1.27,1.33,1.11,0.8,1.5,1.02,1.76,0.99
g_0,0.96,0.99,1.08,1.36,0.9,0.8,1.12,1.06,0.95,1.18,1.07,1.71,1.1,0.98,1.1,0.91
