,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,5.75,1.31,1.31,1.54,1.16,1.3,4.68,10.73,3.79,5.45,6.37,6.49,10.1,5.16,10.34,2.94
f_1,2.23,6.04,1.33,1.16,1.09,0.91,4.38,5.88,4.33,5.95,6.39,2.33,10.34,5.73,8.42,4.26
d_1,1.36,1.47,6.32,1.0,1.11,1.1,4.77,2.03,6.23,11.41,6.22,6.52,8.76,7.94,9.02,6.11
c_1,1.0,1.33,1.08,6.81,2.65,1.11,4.84,6.74,4.01,2.59,5.4,5.33,9.1,6.53,8.11,6.64
b_1,1.05,1.19,1.27,1.41,7.69,2.78,4.44,6.41,4.04,5.39,2.62,6.6,6.99,5.47,6.75,8.53
a_1,1.29,1.63,1.08,1.5,1.27,10.36,4.49,6.05,4.08,5.09,4.83,5.74,8.48,2.12,9.98,6.54
h_1,1.46,2.06,1.68,1.35,1.22,1.72,17.09,7.19,7.53,7.3,7.85,7.67,6.65,6.53,16.93,8.94
d_0,1.52,1.61,0.72,3.38,1.74,1.35,5.88,14.84,5.07,4.61,6.8,7.5,12.61,8.69,11.29,8.64
g_1,1.35,1.38,2.63,1.49,1.47,0.97,5.36,6.38,20.99,7.09,7.8,10.72,12.03,8.74,5.35,8.48
c_0,1.5,1.79,1.73,0.94,1.12,1.69,7.25,5.61,6.17,16.71,14.75,9.1,13.75,10.15,12.98,10.21
b_0,1.56,1.54,1.84,1.62,0.69,1.33,6.42,8.3,5.26,7.0,17.95,8.94,13.27,18.39,13.83,9.46
f_0,1.26,1.01,1.68,1.92,1.73,1.74,6.05,8.0,6.38,6.44,8.09,18.51,11.93,9.25,13.91,17.28
h_0,1.51,2.1,1.77,1.74,1.55,1.08,2.9,7.27,8.34,6.83,8.63,7.53,5.92,7.78,13.38,8.23
a_0,1.57,1.98,1.66,1.83,1.6,0.39,6.28,7.21,6.71,6.83,9.08,9.02,14.64,24.68,10.06,8.05
g_0,1.48,1.2,2.78,1.68,1.49,1.52,4.91,6.49,3.7,5.76,7.03,12.51,10.08,7.82,8.29,10.79
e_0,0.69,1.59,1.81,2.44,1.77,1.93,5.53,6.53,5.79,6.74,8.09,9.05,12.03,7.68,10.6,25.71
