,d_1,e_1,f_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
d_1,0.01,0.1,0.09,0.08,0.12,,0.19,0.17,0.22,,0.25,0.22,0.3,0.4,0.3,0.2
e_1,0.08,0.01,0.05,0.08,0.1,0.15,0.2,0.24,0.17,0.29,0.19,0.25,0.23,0.37,,0.32
f_1,0.07,0.09,0.01,0.11,0.1,0.14,0.13,0.31,0.16,0.18,0.21,,0.18,0.28,0.3,0.24
c_1,0.06,0.04,0.04,0.01,0.08,0.1,0.11,0.11,,0.07,0.15,0.16,0.14,,,0.21
b_1,0.03,0.04,0.03,0.02,,,0.06,0.08,0.09,0.07,,0.1,0.07,0.15,0.17,0.13
a_1,,0.01,0.01,0.02,,,0.02,0.04,0.03,0.03,0.05,0.03,0.06,,,0.04
h_1,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
