,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,1.0,1.17,0.93,1.03,0.95,0.93,0.92,1.01,0.86,1.03,0.89,0.91,0.86,0.92,1.02,0.87
e_1,0.86,1.0,0.91,1.19,1.04,0.96,1.05,1.1,0.97,1.36,1.02,1.13,1.04,1.1,1.05,1.02
d_1,1.06,1.09,1.0,0.91,0.88,0.88,1.01,0.88,1.28,0.98,1.14,1.01,1.01,1.01,0.83,0.94
c_1,0.96,0.83,1.1,1.0,1.38,1.01,1.01,0.98,0.88,0.74,0.86,0.98,0.99,1.01,0.95,0.98
b_1,1.04,0.96,1.11,0.75,1.0,1.38,0.99,0.99,1.14,0.9,1.04,0.93,1.11,0.9,1.2,1.06
a_1,1.08,1.02,1.1,0.97,0.73,1.0,1.05,1.0,1.07,0.94,1.24,0.96,1.11,0.97,1.15,1.04
h_1,1.09,0.97,1.03,1.0,0.99,0.92,1.0,1.15,0.9,0.97,0.97,0.98,1.03,0.89,1.16,1.01
g_1,1.0,0.92,1.12,0.99,1.02,0.99,0.84,1.0,0.97,0.87,0.93,1.14,0.9,0.94,0.92,1.14
c_0,1.17,1.07,0.78,1.12,0.92,0.95,1.1,1.07,1.0,1.1,1.35,1.06,1.09,1.14,0.99,1.07
d_0,0.97,0.76,0.99,1.38,1.08,0.99,1.02,1.1,0.9,1.0,0.94,1.06,1.05,0.88,0.98,1.01
b_0,1.1,1.02,0.82,1.21,0.94,0.8,1.07,1.1,0.75,1.12,1.0,1.04,1.08,1.55,1.04,1.03
f_0,1.07,0.91,1.01,1.03,1.09,1.05,1.06,0.9,0.93,0.98,0.99,1.0,0.99,0.98,0.8,1.39
h_0,1.14,0.97,0.98,1.02,0.88,0.92,1.02,1.12,0.94,0.96,0.89,0.98,1.0,0.96,1.1,0.9
a_0,1.06,0.92,0.97,1.02,1.19,0.99,1.09,1.01,0.91,1.1,0.69,1.05,1.02,1.0,1.0,1.12
g_0,1.01,0.95,1.18,1.05,0.86,0.82,0.86,1.09,0.96,1.0,0.98,1.24,0.93,1.02,1.0,0.99
e_0,1.15,1.0,0.98,0.99,0.98,1.01,0.98,0.86,0.87,1.0,0.97,0.75,1.07,0.97,1.05,1.0
