,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.41,0.44,0.51,0.42,0.3,0.28,0.3,0.27,0.43,0.26,0.28,0.28,0.22,0.14,0.26
f_1,0.74,0.95,0.38,0.42,0.39,0.28,0.27,0.26,0.25,0.26,0.26,0.15,0.23,0.19,0.13,0.2
d_1,0.46,0.54,0.95,0.39,0.35,0.34,0.32,0.27,0.47,0.21,0.3,0.28,0.28,0.26,0.21,0.24
c_1,0.41,0.51,0.45,0.95,0.68,0.29,0.3,0.3,0.16,0.27,0.23,0.25,0.28,0.17,0.23,0.21
b_1,0.49,0.54,0.46,0.36,0.94,0.53,0.31,0.27,0.34,0.32,0.2,0.27,0.3,0.19,0.23,0.21
a_1,0.59,0.53,0.55,0.52,0.35,0.94,0.44,0.3,0.35,0.34,0.39,0.33,0.37,0.21,0.26,0.23
h_1,0.83,0.94,0.76,0.64,0.51,0.44,0.76,0.54,0.47,0.39,0.4,0.45,0.33,0.33,0.28,0.48
g_1,0.73,0.64,1.01,0.64,0.65,0.48,0.45,0.76,0.47,0.42,0.47,0.66,0.4,0.31,0.34,0.27
c_0,0.79,0.88,0.73,0.6,0.56,0.47,0.51,0.45,0.68,0.49,0.72,0.46,0.48,0.41,0.39,0.4
d_0,0.7,0.95,0.54,1.16,0.69,0.48,0.54,0.47,0.35,0.65,0.42,0.43,0.49,0.3,0.34,0.33
b_0,0.85,0.83,0.86,0.8,0.57,0.37,0.56,0.49,0.46,0.5,0.68,0.48,0.47,0.65,0.31,0.41
f_0,0.7,0.81,0.83,0.88,0.67,0.49,0.53,0.43,0.53,0.51,0.51,0.68,0.54,0.4,0.65,0.36
h_0,0.84,1.19,0.89,0.74,0.64,0.41,0.43,0.66,0.49,0.5,0.53,0.41,0.44,0.48,0.39,0.48
a_0,0.95,0.95,0.85,0.83,0.65,0.48,0.67,0.58,0.61,0.65,0.44,0.5,0.52,0.65,0.44,0.49
e_0,0.7,1.26,0.95,0.95,0.74,0.56,0.71,0.56,0.53,0.54,0.53,0.4,0.58,0.33,0.63,0.45
g_0,0.79,0.82,1.33,0.85,0.73,0.56,0.49,0.55,0.6,0.49,0.61,0.68,0.53,0.45,0.39,0.37
