,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,105.93,98.59,74.08,92.05,140.74,400.71,6401.96,23023.34,17704.05,20385.87,38204.35,40647.08,99408.14,114287.97,168211.41,130693.87
e_1,57.81,109.71,68.01,122.11,143.29,440.85,7733.56,33273.92,21022.6,23037.89,42639.0,57970.01,102853.18,108268.12,174543.06,123263.3
d_1,61.37,65.01,128.45,71.05,129.43,484.02,6690.14,16563.23,17148.69,32691.25,42512.97,54021.78,112644.53,100580.79,151485.49,142995.8
c_1,59.61,50.46,77.75,144.65,194.46,440.81,5885.54,14661.44,19340.4,13849.04,26169.7,46331.38,107816.14,94887.33,139122.5,124207.54
b_1,47.18,47.3,61.32,70.93,208.7,628.19,5374.66,16352.51,15764.39,18896.38,27976.69,38307.23,79275.19,68890.49,135950.46,112001.06
a_1,36.99,34.92,40.78,48.96,61.72,555.36,4309.56,12464.71,11380.44,12986.48,27211.36,28389.7,62547.05,55573.6,89652.79,79177.54
h_1,21.7,16.66,21.5,26.85,38.81,118.1,2704.45,5682.13,6795.78,5714.45,10311.74,12989.84,26354.58,27468.75,57373.28,37876.71
d_0,12.5,10.93,13.38,29.98,29.31,75.32,1518.41,5365.59,3912.51,3533.34,7182.55,10886.1,21512.18,21072.81,36852.64,33022.44
g_1,12.87,11.32,21.88,16.78,26.1,87.32,1235.61,3320.8,6069.4,4343.02,7693.13,13432.72,18643.68,19921.4,26522.72,28593.31
c_0,13.77,13.24,15.11,16.72,20.27,77.23,1485.64,4819.95,3775.21,5840.19,12928.65,10182.56,23186.23,27541.07,36372.85,32990.73
b_0,11.19,10.85,13.97,16.16,16.51,54.23,1334.47,4001.77,3395.0,3538.83,8781.28,9513.02,18483.48,30479.91,31073.27,26231.05
f_0,8.37,8.23,12.3,14.1,25.09,68.31,1214.58,3444.93,2951.07,3547.02,6213.19,10485.21,17198.74,16304.53,22140.39,40095.38
h_0,9.71,7.69,10.0,11.16,19.28,49.66,770.99,2377.28,3301.94,2473.94,4689.07,6437.7,12453.38,13103.01,24140.18,16971.82
a_0,8.0,7.74,9.95,12.01,17.22,42.44,957.88,2739.2,2397.98,2422.97,4130.94,6118.4,13719.53,18262.19,20074.39,17748.33
g_0,6.36,6.73,10.93,10.74,14.77,52.13,701.97,2130.11,2008.39,2319.93,4308.49,7624.73,11371.39,10921.45,15118.52,18000.34
e_0,7.41,5.57,9.23,9.67,15.72,46.91,876.27,2091.79,2504.58,2273.5,4331.15,4741.47,13034.01,11541.46,16956.08,24997.66
