,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,102.64,31.21,37.76,72.54,76.21,162.07,4787.27,10692.06,11212.16,18906.31,15778.05,31280.6,62393.68,61031.81,39973.51,107438.81
f_1,50.0,108.04,39.81,63.95,61.37,141.96,4723.03,6539.05,9132.93,11556.27,15333.45,12039.99,55695.9,56875.88,80975.69,116269.99
d_1,27.23,33.58,127.09,40.98,71.94,200.38,4294.06,8404.43,17945.6,6658.43,13794.6,24209.17,73795.66,54415.12,80564.27,79801.2
c_1,23.98,28.1,39.39,164.24,101.07,146.71,3568.07,6374.64,4155.03,9261.92,8879.98,26034.68,51279.68,52395.83,69696.71,100829.03
b_1,22.37,28.45,35.36,35.65,199.65,254.35,4508.19,6837.75,9454.75,8871.18,4898.7,26036.06,59890.21,24095.29,62848.42,90246.55
a_1,21.06,22.48,19.57,29.92,32.51,453.51,3169.77,5148.39,7502.86,7204.08,7939.82,12690.71,41335.05,,51822.04,79107.59
h_1,10.24,13.69,12.81,17.99,18.35,61.55,2976.04,3844.51,4043.52,3557.55,4579.38,7606.34,7810.69,17017.01,21961.58,39320.16
g_1,6.58,8.59,15.35,16.55,16.25,48.51,1033.65,4983.87,3002.07,2956.79,3340.76,9053.15,15985.63,11125.41,19404.32,14914.75
c_0,8.91,9.61,9.78,9.69,14.67,54.05,1112.18,2119.91,4876.9,3200.17,6451.53,7580.4,15302.39,15857.91,22780.21,27111.95
d_0,7.31,9.19,5.08,21.03,17.35,42.27,1287.6,1967.37,2752.46,5067.38,4414.33,8403.73,16726.08,12954.44,19630.76,26195.6
b_0,7.48,8.51,10.71,14.19,10.43,41.12,1210.97,2393.61,2587.75,2613.93,5774.5,7169.94,14464.99,22638.9,17988.48,25905.88
f_0,4.95,4.67,8.99,11.66,13.3,45.61,1038.27,1873.17,2220.12,2127.75,3187.25,9101.79,12979.99,9178.54,23368.85,15948.72
h_0,4.7,6.9,6.96,8.8,8.49,26.31,522.73,1555.48,1741.29,1545.7,2210.31,3682.05,5699.01,5609.16,12751.24,20574.74
a_0,4.4,5.2,6.6,7.5,15.39,,667.21,1461.79,1597.3,1971.91,1906.74,5478.99,11376.87,16490.7,10915.27,14747.78
e_0,2.74,5.23,5.26,8.97,9.67,24.72,736.8,1119.45,1518.53,2073.79,2142.8,3479.09,8249.92,6841.45,22030.43,16489.71
g_0,3.74,3.41,7.55,7.83,8.4,20.3,510.28,889.32,1627.71,1492.81,2156.15,6003.81,6363.46,7214.13,7887.88,7529.87
