,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,9945.96,225.73,181.27,273.68,329.69,1649.0,237931.38,750209.4,621523.8,821952.5,833754.02,,9166526.82,7756548.49,14416501.69,9067506.75
e_1,149.92,11486.33,142.42,200.36,328.46,1980.56,185203.74,1456894.52,519877.86,797834.49,1133005.61,1289612.5,8432890.02,3832921.63,17809893.55,
d_1,158.75,156.24,15304.1,159.12,347.81,1797.63,240397.95,,444637.81,1920079.65,1454243.83,1050449.06,6803560.33,8117439.33,14144307.95,9884784.24
c_1,127.65,159.91,196.53,19502.23,718.09,1572.6,185953.76,624394.22,622364.61,,839652.69,2315762.7,6249482.5,8521554.27,13748575.74,11673994.37
b_1,130.85,169.65,164.82,272.41,34120.93,4455.05,222797.29,916431.3,571684.5,841506.56,,1233151.65,5490987.22,4764644.97,14759466.87,10153522.54
a_1,128.09,155.18,215.99,215.51,230.3,293605.04,,805568.18,,693475.58,1247420.19,1517563.64,9214662.5,,13244266.29,
h_1,839.07,630.68,710.49,988.2,1248.03,,10738829.59,2385595.2,2892856.95,2119892.82,4214646.9,5653849.91,,23805793.24,67236571.35,53714610.68
d_0,607.19,541.66,,2519.92,1905.52,12823.47,1332199.74,21193389.81,2609976.84,3813241.4,5041726.95,8902198.22,28392127.01,24320593.25,72647391.03,79327823.57
g_1,373.93,679.5,1233.63,524.28,1344.63,,767059.26,1469786.67,35941556.1,3778939.38,4408176.6,10521617.49,31383270.83,24962596.49,,35825627.65
c_0,647.35,748.58,882.73,,1523.65,15312.05,866034.64,3053363.27,3594155.61,30280275.54,9555789.28,8915686.4,34926543.34,33337144.99,74582918.9,40595373.97
b_0,734.07,986.51,1405.04,1051.46,,8212.34,1077598.82,2947710.56,2362939.67,4511190.61,39292259.27,6478526.45,38713273.53,75492419.83,46155253.24,61689048.68
f_0,,592.65,953.41,1383.23,1685.85,10733.51,1479838.72,2467708.86,2543350.34,5017474.44,8044717.08,60102020.08,36292385.82,34213167.62,52991158.53,109363080.72
h_0,1383.98,1241.14,2000.27,1275.14,3199.28,12526.57,,5284474.35,4603352.01,5137868.32,8512341.03,9662320.24,,48080666.14,140178581.93,98155481.4
a_0,805.81,752.63,668.01,1034.2,2021.23,,1102906.82,3752060.81,2719901.54,4228326.76,5671059.63,7710863.92,37066187.44,375518410.93,86522388.24,
g_0,1014.8,782.33,2135.21,2124.74,2670.5,19002.94,1773965.95,3164449.24,,5127764.35,10194721.11,15779975.94,63877453.9,37259804.79,,
e_0,454.5,,753.55,1441.12,2640.06,,982210.02,3270574.07,2629869.96,4769758.85,7902462.93,8154591.22,44013123.72,,,677827230.02
