,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.36,1.55,1.63,1.7,4.07,23.05,36.67,35.14,33.03,42.7,53.72,70.28,88.06,100.98,156.67
e_1,0.73,1.0,1.19,1.73,1.93,4.1,23.64,30.94,35.0,51.48,41.88,69.39,90.39,113.17,146.11,167.64
d_1,0.64,0.84,1.0,1.03,1.36,3.37,19.45,20.82,33.6,27.61,32.58,47.46,57.14,63.93,75.77,86.85
c_1,0.61,0.58,0.97,1.0,1.53,2.77,14.87,23.97,18.48,16.8,29.26,47.27,59.49,53.18,101.23,79.34
b_1,0.59,0.52,0.74,0.65,1.0,2.62,11.65,18.76,20.85,17.76,24.28,36.84,42.54,49.64,84.66,79.61
a_1,0.25,0.24,0.3,0.36,0.38,1.0,7.0,9.39,9.88,11.19,14.66,12.79,19.98,34.01,27.0,41.44
h_1,0.04,0.04,0.05,0.07,0.09,0.15,1.0,2.09,1.41,1.35,1.83,2.41,5.29,4.94,5.29,6.91
g_1,0.03,0.03,0.05,0.04,0.05,0.11,0.47,1.0,1.11,0.91,1.28,2.38,2.24,3.24,3.17,4.2
c_0,0.03,0.03,0.03,0.06,0.05,0.1,0.72,0.89,1.0,1.24,1.73,2.28,2.59,2.73,3.86,5.18
d_0,0.03,0.02,0.03,0.06,0.05,0.09,0.73,1.15,0.78,1.0,1.3,1.38,3.0,2.58,3.09,4.05
b_0,0.03,0.02,0.03,0.03,0.04,0.07,0.53,0.75,0.61,0.78,1.0,1.37,1.93,2.82,3.19,2.96
f_0,0.02,0.01,0.02,0.02,0.03,0.08,0.42,0.4,0.45,0.66,0.75,1.0,1.55,1.85,3.3,1.92
h_0,0.01,0.01,0.02,0.02,0.02,0.05,,0.44,0.38,0.33,0.5,0.62,1.0,1.05,1.59,1.75
a_0,0.01,0.01,0.02,0.02,0.02,,0.19,0.29,0.39,0.35,0.35,0.61,0.97,1.0,0.92,1.38
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.18,0.32,0.27,0.3,0.33,0.31,0.7,1.23,1.0,0.88
g_0,0.01,0.01,0.01,0.01,0.01,0.02,0.14,0.26,0.2,0.24,0.33,0.53,0.56,0.69,1.26,
