,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,e_0,a_0,g_0
f_1,0.01,0.11,0.11,0.08,0.11,0.16,0.18,0.24,0.33,0.33,0.22,,0.22,,0.39,0.52
e_1,0.05,0.01,0.11,0.09,0.13,0.2,0.21,0.2,0.2,0.33,0.25,0.31,0.34,,0.44,0.42
c_1,0.05,0.06,0.01,0.09,0.08,0.14,0.16,0.07,,0.17,0.19,0.14,0.21,0.26,0.27,0.26
d_1,0.06,0.05,0.06,0.01,0.06,0.1,0.11,,0.15,0.11,0.17,0.16,0.24,0.19,0.24,0.13
b_1,0.04,0.05,0.03,0.05,0.01,0.08,0.1,0.1,0.1,0.12,,0.12,0.13,0.17,,0.15
a_1,0.02,0.01,0.02,0.02,0.01,,0.04,0.04,0.04,0.05,,0.06,0.04,,,0.06
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
