,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.93,0.09,0.12,0.1,0.09,0.05,0.06,0.11,0.07,0.06,0.05,0.05,0.06,0.04,0.06,
f_1,0.16,0.93,0.09,0.09,0.08,0.08,0.07,0.06,0.08,0.05,0.06,,0.05,0.06,0.06,0.05
d_1,0.09,0.12,0.93,0.13,0.08,0.05,0.09,,0.1,0.04,0.07,0.07,0.06,0.04,0.05,0.03
c_1,0.12,0.11,0.07,0.93,0.14,0.08,0.08,0.07,,0.07,0.05,0.05,0.08,,0.06,0.04
b_1,0.12,0.11,0.13,0.08,0.93,0.1,0.08,0.08,0.07,0.06,,0.05,0.07,0.05,0.05,0.04
a_1,0.13,0.09,0.15,0.1,0.11,0.93,0.08,0.06,0.08,,,0.08,0.07,,0.06,
h_1,0.3,0.35,0.26,0.23,0.24,0.22,0.71,0.21,0.19,0.22,0.16,0.12,,0.11,0.18,0.12
d_0,0.31,0.4,,0.53,0.27,0.29,0.23,0.59,0.18,0.21,0.25,0.18,0.21,0.11,0.12,0.13
c_0,0.32,0.36,0.3,,0.3,0.27,0.23,0.25,0.58,0.24,0.4,0.16,0.13,0.15,0.15,0.13
g_1,0.31,0.35,0.45,0.28,0.25,,0.19,0.22,0.19,0.71,0.14,0.22,0.12,0.1,,0.14
b_0,0.41,0.35,0.31,0.33,,,0.26,0.22,0.2,0.22,0.58,0.21,0.32,0.29,0.17,0.16
f_0,0.42,,0.36,0.4,0.41,0.25,0.32,0.28,0.27,0.18,0.21,0.56,0.18,0.17,0.16,0.24
h_0,0.51,0.67,0.45,0.45,0.32,0.27,,0.3,0.48,0.35,0.18,0.29,,0.22,0.33,0.15
a_0,0.47,0.27,0.36,,0.39,,0.32,0.3,0.24,0.27,0.16,0.21,0.23,0.59,0.2,0.19
g_0,0.41,0.34,0.83,0.41,0.53,0.36,0.29,0.4,0.35,,0.29,0.34,0.24,0.24,,
e_0,,0.37,0.47,0.42,0.46,,0.27,0.23,0.32,0.21,0.29,0.2,0.28,0.2,,0.55
