,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
f_1,100.1,74.24,49.4,79.53,108.42,339.19,7500.77,10881.79,16311.18,20309.38,17271.36,37378.94,81992.44,89679.22,75762.55,246719.65
e_1,42.77,103.96,48.85,87.01,143.33,319.67,7470.38,12568.15,28484.5,23595.6,34984.11,38422.67,106562.24,94545.76,72126.23,272673.13
d_1,50.84,46.75,111.16,70.54,107.51,339.08,7722.07,10947.9,11578.86,34518.32,29966.5,33549.17,105965.01,87439.05,106886.43,232985.9
c_1,38.77,38.03,45.89,157.22,171.36,256.31,6271.3,9634.74,11391.9,6417.65,26091.43,20958.2,74706.95,73354.32,79431.6,197335.71
b_1,35.74,34.14,39.33,50.91,225.21,465.81,6905.83,8280.38,14436.52,12962.33,18924.94,14741.3,76052.71,43273.95,64924.2,163118.38
a_1,28.26,24.21,29.34,41.23,52.95,558.79,4388.58,5678.51,6676.6,12101.57,15486.0,17730.16,57306.28,25245.87,46543.95,125058.85
h_1,14.71,10.8,13.87,20.66,27.18,99.43,3379.72,3510.81,4292.91,4264.63,6295.76,7997.94,16605.31,21000.52,21432.57,76462.44
g_1,10.59,9.72,15.04,18.31,25.04,83.95,1678.22,4524.32,3308.85,4598.8,8495.0,7106.23,16964.8,22413.46,22043.38,35772.54
d_0,9.16,8.53,7.14,28.04,24.46,88.94,1645.81,2657.67,5119.91,3259.37,6882.47,5926.26,19587.64,20257.97,14533.51,53083.76
c_0,10.01,8.61,9.58,14.37,21.07,59.22,1714.23,2082.72,3378.22,6078.22,5338.14,11287.18,20595.76,21826.38,19899.9,49756.8
f_0,6.12,6.55,10.39,16.2,22.92,61.13,1522.11,1739.15,2741.96,4154.65,7787.98,4805.14,18276.38,14040.97,28250.36,47989.67
b_0,7.87,6.43,9.23,17.11,14.61,49.84,1330.47,1932.04,3138.39,3042.84,5351.14,8840.36,18396.57,27738.57,14824.61,46450.24
h_0,8.05,5.93,6.37,9.72,12.74,38.71,820.14,2071.95,2001.25,2473.09,3262.38,4216.8,9145.75,10652.13,9339.86,41852.65
a_0,5.61,4.9,8.1,10.02,17.44,24.53,956.62,1284.42,1922.29,2268.75,3640.39,3099.87,12761.42,18404.31,12941.88,36520.31
e_0,6.22,4.0,5.73,9.46,15.85,50.62,1194.71,1157.27,2660.1,2495.84,3099.67,4383.37,14489.32,10854.71,19034.35,25044.54
g_0,3.58,3.82,6.26,7.66,11.76,32.94,654.79,1000.52,1289.89,2192.57,3537.02,3129.73,7542.02,7889.98,10202.7,17878.66
