,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.07,10.78,11.07,7.49,8.39,6.67,2.79,3.33,2.35,2.91,2.47,,1.7,1.94,2.96,2.15
e_1,5.99,1.07,9.55,7.35,9.27,6.06,4.03,3.49,3.56,2.82,2.56,3.36,2.1,2.13,,1.88
d_1,9.96,9.54,1.07,12.59,11.54,10.14,3.4,2.21,,3.43,2.61,2.54,1.78,2.34,2.91,1.51
c_1,10.05,13.2,9.59,1.07,11.15,7.0,4.32,3.42,1.63,,3.17,2.69,2.05,2.82,2.95,2.12
b_1,12.68,10.74,9.67,5.76,1.07,,4.45,4.36,3.32,5.11,,3.64,2.94,3.36,3.23,2.36
a_1,15.16,23.48,13.23,19.47,,1.07,6.09,5.69,3.88,5.18,5.62,3.75,3.5,,,
h_1,13.75,11.59,15.14,13.18,9.14,9.51,1.41,5.74,4.19,4.22,4.1,3.87,,2.81,3.94,3.38
g_1,16.12,21.92,19.19,15.96,17.86,12.9,3.88,1.41,4.26,3.7,5.49,5.89,2.69,3.94,3.79,
d_0,16.39,9.89,,22.73,11.44,16.69,4.5,6.58,1.73,4.36,4.32,3.17,2.92,4.32,3.69,3.25
c_0,15.55,14.32,8.95,,12.15,13.32,5.42,5.7,4.89,1.71,5.84,4.96,3.43,4.42,2.81,3.48
b_0,15.55,17.16,16.2,18.76,,12.48,6.89,4.67,5.9,2.77,1.69,3.65,3.58,4.57,4.25,4.04
f_0,,13.74,16.34,16.88,19.76,16.12,7.03,4.66,6.01,5.12,4.64,1.73,4.55,5.17,5.46,2.48
h_0,18.24,16.36,17.69,16.56,17.15,14.09,,6.18,4.84,3.97,4.24,5.72,,4.84,3.05,3.75
a_0,26.73,23.43,22.24,18.41,22.18,,8.83,9.3,7.97,6.63,3.91,4.65,4.49,1.78,5.84,3.48
e_0,21.74,,25.89,24.8,19.02,,9.15,7.32,5.43,9.57,6.47,3.91,5.61,5.01,1.71,4.55
g_0,20.95,19.86,18.32,22.15,21.11,,5.95,,6.12,4.99,6.58,5.95,3.65,5.95,4.6,
