,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.94,0.66,0.38,0.41,0.31,0.22,0.26,0.22,0.25,0.26,0.22,0.13,0.2,0.14,0.18,0.12
e_1,0.46,0.94,0.39,0.48,0.27,0.24,0.32,0.25,0.27,0.44,0.27,0.26,0.25,0.23,0.19,0.12
d_1,0.53,0.42,0.94,0.35,0.32,0.25,0.32,0.24,0.43,0.17,0.28,0.25,0.26,0.19,0.19,0.16
c_1,0.44,0.41,0.45,0.94,0.61,0.25,0.28,0.25,0.14,0.23,0.21,0.26,0.25,0.19,0.19,0.17
b_1,0.48,0.54,0.5,0.36,0.94,0.52,0.28,0.27,0.23,0.24,0.15,0.22,0.25,0.17,0.23,0.18
a_1,0.51,0.59,0.63,0.43,0.32,0.94,0.36,0.25,0.28,0.27,0.35,0.29,0.33,0.18,0.28,0.22
h_1,0.84,0.68,0.65,0.62,0.55,0.39,0.75,0.51,0.38,0.43,0.38,0.37,0.31,0.25,0.4,0.29
g_1,0.82,0.62,0.96,0.68,0.55,0.43,0.42,0.74,0.42,0.35,0.42,0.46,0.36,0.31,0.24,0.34
c_0,0.82,0.76,0.67,0.57,0.54,0.49,0.58,0.43,0.65,0.36,0.72,0.45,0.42,0.33,0.42,0.32
d_0,0.76,0.63,0.49,1.24,0.59,0.49,0.5,0.41,0.41,0.65,0.4,0.44,0.37,0.26,0.36,0.31
b_0,0.87,0.75,0.69,0.81,0.47,0.32,0.54,0.43,0.37,0.47,0.67,0.42,0.46,0.64,0.41,0.32
f_0,0.73,0.63,0.83,0.73,0.73,0.54,0.55,0.45,0.49,0.46,0.48,0.64,0.45,0.36,0.32,0.57
h_0,1.16,0.76,0.74,0.78,0.55,0.47,0.45,0.53,0.5,0.5,0.47,0.42,0.32,0.37,0.52,0.29
a_0,1.1,0.66,0.92,0.76,0.78,0.34,0.65,0.48,0.49,0.6,0.34,0.5,0.47,0.63,0.44,0.42
g_0,0.77,0.83,1.24,0.81,0.57,0.52,0.53,0.4,0.51,0.48,0.54,0.66,0.44,0.34,0.3,0.31
e_0,1.08,0.66,0.82,0.87,0.74,0.56,0.56,0.46,0.49,0.55,0.54,0.39,0.57,0.38,0.5,0.63
