,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.44,0.68,1.29,1.16,1.44,0.96,0.35,0.29,0.36,0.25,0.24,0.32,0.18,0.23,0.38,0.18
f_1,1.18,0.42,1.21,1.16,1.24,0.94,0.24,0.27,0.36,0.22,0.23,0.37,0.12,0.2,0.22,0.2
c_1,0.92,1.21,0.42,1.5,1.19,1.45,0.34,0.14,0.35,0.38,0.24,0.23,0.18,0.22,0.21,0.19
d_1,1.43,1.27,1.32,0.4,1.25,1.1,0.38,0.41,0.21,0.24,0.25,0.23,0.14,0.24,0.24,0.11
b_1,1.34,1.79,0.74,1.42,0.38,1.33,0.37,0.31,0.41,0.44,0.54,0.27,0.25,0.35,0.25,0.2
a_1,2.02,1.65,1.58,1.74,0.76,0.32,0.52,0.4,0.55,0.32,0.45,0.37,0.23,0.54,0.32,0.22
h_1,2.19,2.39,2.05,2.29,2.14,1.8,0.29,0.48,0.75,0.44,0.48,0.44,0.53,0.55,0.41,0.31
d_0,1.32,2.26,3.06,4.05,2.55,2.37,0.71,0.34,0.84,0.51,0.51,0.51,0.37,0.51,0.5,0.41
g_1,2.46,2.89,2.78,1.99,2.32,2.25,0.54,0.53,0.28,0.48,0.5,0.43,0.3,0.59,0.5,0.4
c_0,2.44,2.65,4.57,1.35,2.61,2.26,0.95,0.86,0.64,0.31,0.54,0.54,0.35,0.44,0.53,0.34
b_0,2.33,2.6,3.75,2.14,3.16,2.47,0.79,0.59,0.82,0.29,0.3,0.52,0.37,0.39,0.52,0.37
f_0,2.31,4.66,2.87,2.29,2.49,2.61,0.71,0.56,0.47,0.54,0.51,0.29,0.42,0.55,0.42,0.22
h_0,2.54,3.15,3.31,2.5,3.11,2.48,1.25,0.73,0.74,0.56,0.58,0.59,0.58,0.51,0.59,0.41
a_0,2.67,3.56,3.46,2.52,4.64,4.63,0.9,0.72,1.11,0.56,0.32,0.58,0.48,0.29,0.61,0.43
e_0,3.72,5.09,2.97,3.11,2.83,2.83,0.97,0.68,0.73,0.54,0.61,0.34,0.53,0.55,0.29,0.35
g_0,3.31,3.89,3.45,3.09,3.09,2.88,0.85,0.72,1.28,0.72,0.82,0.64,0.35,0.65,0.61,0.64
