,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.66,0.97,0.86,0.96,0.85,0.66,0.75,0.68,0.95,0.66,0.61,0.59,0.47,,0.78
f_1,1.5,1.0,1.08,1.0,0.67,0.77,0.64,0.67,0.69,0.7,0.75,,0.47,0.54,0.57,0.46
d_1,1.03,0.92,1.0,1.18,0.88,0.86,0.75,0.57,0.83,,0.81,0.71,0.47,0.37,0.57,0.5
c_1,1.17,1.0,0.85,1.0,1.19,0.89,0.67,0.83,,0.5,0.77,0.61,0.64,0.65,0.58,0.61
b_1,1.04,1.49,1.13,0.84,1.0,1.43,0.66,0.61,0.77,0.72,,0.55,0.65,0.54,0.55,0.55
a_1,1.17,1.3,1.16,1.13,0.7,1.0,1.07,0.77,0.64,1.12,,0.88,,,,0.65
h_1,1.51,1.57,1.33,1.5,1.52,0.93,1.0,1.05,0.87,0.63,1.02,0.75,,0.89,0.83,0.94
g_1,1.33,1.49,1.74,1.2,1.64,1.29,0.95,1.0,0.99,0.84,0.83,1.35,0.88,0.85,0.76,
c_0,1.47,1.45,1.21,,1.29,1.57,1.15,1.01,1.0,1.09,1.22,0.79,0.92,0.91,0.83,0.81
d_0,1.05,1.43,,2.02,1.38,0.89,1.59,1.19,0.92,1.0,0.91,0.94,0.81,0.93,0.84,0.91
b_0,1.52,1.34,1.23,1.3,,,0.98,1.21,0.82,1.1,1.0,1.0,1.19,1.51,0.85,0.85
f_0,1.63,,1.41,1.64,1.81,1.14,1.34,0.74,1.26,1.06,1.0,1.0,1.1,1.02,1.23,0.48
h_0,1.68,2.14,2.14,1.56,1.55,,,1.14,1.08,1.24,0.84,0.91,,0.84,1.39,1.06
a_0,2.15,1.85,2.68,1.55,1.85,,1.12,1.17,1.1,1.07,0.66,0.98,1.19,1.0,,0.94
e_0,,1.76,1.76,1.71,1.83,,1.21,1.32,1.2,1.18,1.17,0.82,0.72,,1.0,
g_0,1.28,2.16,1.98,1.63,1.83,1.54,1.07,,1.23,1.1,1.18,2.09,0.94,1.07,,
