,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.92,1.46,1.27,1.85,3.38,23.66,40.99,31.85,30.54,40.42,54.84,78.2,96.14,116.03,144.96
f_1,1.08,1.0,1.04,1.17,1.41,2.8,17.07,27.48,25.98,24.71,34.13,35.72,52.51,72.57,73.3,120.55
c_1,0.71,0.96,1.0,1.21,1.92,3.39,20.32,17.7,24.07,23.76,27.36,35.01,61.66,72.79,83.84,116.2
d_1,0.78,0.87,0.79,1.0,1.23,2.55,17.32,20.86,19.72,29.37,33.49,33.82,51.49,75.55,76.97,80.1
b_1,0.53,0.72,0.52,0.81,1.0,2.98,13.69,15.99,18.87,21.87,25.27,26.27,46.16,47.08,61.54,79.0
a_1,0.3,0.35,0.3,0.38,0.35,1.0,7.08,8.79,9.31,8.81,12.74,12.87,22.0,27.13,30.43,37.79
h_1,0.04,0.06,0.05,0.06,0.07,0.14,1.0,1.22,1.58,1.15,1.56,1.88,3.33,4.15,4.21,5.86
d_0,0.02,0.04,0.06,0.05,0.06,0.11,0.83,1.0,1.13,0.88,1.37,1.54,2.55,3.12,3.97,4.89
g_1,0.03,0.04,0.04,0.05,0.06,0.11,0.66,0.86,1.0,1.02,1.27,1.69,2.27,2.93,3.96,4.1
c_0,0.03,0.04,0.04,0.04,0.05,0.11,0.88,1.13,0.98,1.0,1.74,1.61,2.41,3.29,3.63,4.38
b_0,0.02,0.03,0.04,0.03,0.04,0.08,0.62,0.76,0.85,0.61,1.0,1.17,1.88,2.97,2.79,3.16
f_0,0.02,0.03,0.03,0.03,0.04,0.08,0.55,0.6,0.59,0.64,0.86,1.0,1.77,2.25,2.89,2.4
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.3,0.4,0.45,0.41,0.53,0.57,1.0,1.15,1.42,2.07
a_0,0.01,0.01,0.01,0.01,0.02,0.03,0.25,0.33,0.35,0.3,0.33,0.45,0.85,1.0,1.19,1.44
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.23,0.25,0.27,0.27,0.39,0.33,0.72,0.81,1.0,1.15
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.17,0.2,0.25,0.24,0.32,0.41,0.49,0.66,0.87,1.0
