,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.13,4.57,4.04,5.06,5.02,4.87,1.04,1.66,0.86,1.0,0.86,1.84,0.52,0.82,1.06,0.75
d_1,5.23,1.12,6.61,5.9,4.81,4.32,1.39,0.95,0.97,3.16,1.19,0.9,0.77,1.19,0.92,0.42
e_1,2.91,5.7,1.13,6.35,5.72,5.62,1.77,1.8,1.27,1.11,1.01,1.42,1.0,1.09,3.36,1.39
c_1,6.1,6.85,5.39,1.13,6.25,5.6,1.51,1.69,2.79,0.63,1.28,1.02,0.94,1.24,0.98,0.95
b_1,7.42,7.43,7.04,3.41,1.14,8.2,2.56,2.09,2.01,1.62,2.95,1.63,0.93,1.53,1.44,1.06
a_1,10.93,9.71,10.63,9.35,5.09,1.14,3.91,3.53,1.94,2.12,2.22,2.27,1.55,7.9,2.17,1.78
h_1,20.9,17.45,18.99,21.93,16.2,18.69,1.76,4.74,3.82,3.85,3.25,3.02,3.88,3.11,2.9,2.32
g_1,26.45,19.47,20.09,22.92,26.01,18.0,4.24,1.77,4.52,5.19,3.8,3.88,2.44,5.71,3.92,5.33
c_0,23.64,11.47,21.2,55.42,23.94,24.92,7.64,7.43,2.27,8.31,5.07,4.66,3.7,4.57,5.35,2.77
d_0,24.1,52.1,12.24,22.92,21.3,27.38,7.94,9.94,6.5,2.39,5.36,6.2,3.7,4.42,5.0,4.52
b_0,28.88,20.36,22.0,35.86,65.98,23.42,8.7,8.72,2.92,6.05,2.43,4.7,4.02,5.71,5.0,3.92
f_0,63.05,28.8,27.81,24.58,29.73,23.71,7.72,5.27,5.67,6.56,6.26,2.44,4.85,6.32,4.75,2.51
h_0,31.79,31.35,29.97,31.42,31.09,24.0,12.39,9.54,6.03,6.85,6.33,5.46,6.96,5.2,6.67,4.52
a_0,37.83,35.08,34.08,34.64,36.55,72.0,11.21,9.41,6.03,8.77,4.27,6.86,5.68,2.54,9.5,5.03
e_0,52.54,34.74,56.98,37.17,40.37,33.52,9.98,10.54,8.16,8.42,7.82,3.65,6.3,6.85,2.48,4.46
g_0,48.5,42.69,36.59,35.03,36.55,44.18,8.52,18.58,7.6,9.44,8.94,8.06,4.57,8.22,7.92,9.65
