,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.49,0.13,0.15,0.19,0.13,0.15,0.17,0.2,0.34,0.21,0.18,0.17,0.23,0.15,,0.16
f_1,0.26,1.5,0.15,0.19,0.14,0.15,0.18,0.19,0.18,0.21,0.17,,0.22,0.16,0.16,0.19
d_1,0.19,0.19,1.53,0.14,0.18,0.14,0.17,0.15,,0.29,0.22,0.19,0.24,0.16,0.15,0.16
c_1,0.14,0.17,0.16,1.56,0.28,0.15,0.21,0.19,0.18,,0.19,0.18,0.2,0.18,0.2,0.24
b_1,0.2,0.2,0.17,0.14,1.58,0.23,0.23,0.17,0.21,0.21,,0.18,0.24,,0.2,0.17
a_1,0.17,0.18,0.18,0.18,0.11,1.74,0.24,0.2,0.24,0.25,0.19,0.22,0.26,,,
h_1,0.42,0.56,0.39,0.36,0.32,0.26,1.65,0.62,0.4,0.42,0.36,0.39,,0.38,0.39,0.64
g_1,0.3,0.34,0.59,0.29,0.41,0.29,0.42,1.7,0.5,0.5,0.49,0.89,0.43,0.31,0.31,
d_0,0.41,0.48,,0.71,0.44,0.44,0.54,0.43,1.43,0.5,0.53,0.54,0.64,0.48,0.46,0.38
c_0,0.47,0.46,0.42,,0.32,0.29,0.63,0.53,0.55,1.43,0.97,0.45,0.51,0.54,0.47,0.45
b_0,0.49,0.5,0.46,0.45,,0.38,0.55,0.37,0.64,0.51,1.49,0.59,0.63,0.72,0.5,0.48
f_0,0.56,,0.55,0.55,0.47,0.34,0.65,0.3,0.63,0.59,0.6,1.44,0.44,0.43,0.81,0.4
h_0,0.58,0.78,0.59,0.57,0.53,0.39,,0.75,0.67,0.8,0.6,0.78,,0.66,0.47,1.01
a_0,0.54,0.59,0.48,0.4,,,0.68,0.59,0.4,0.68,0.45,0.52,0.53,1.66,,
e_0,,0.41,0.49,0.37,0.38,,0.65,0.9,0.68,0.55,0.43,0.57,0.86,,1.56,0.57
g_0,0.74,0.57,0.84,0.5,0.82,,0.5,,0.82,0.79,0.59,1.04,0.65,,0.79,
