,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.99,1.43,1.97,4.52,17.97,31.04,27.28,42.06,33.44,51.89,79.76,85.06,105.62,121.32
f_1,1.27,1.0,0.94,1.23,1.51,4.11,13.27,24.57,24.42,25.08,29.61,36.84,55.14,78.79,76.97,87.55
d_1,1.0,1.07,1.0,1.23,1.62,3.57,17.15,19.3,31.6,30.88,34.51,40.45,67.58,77.84,92.2,83.66
c_1,0.7,0.81,0.81,1.0,2.07,2.51,11.99,22.11,18.23,15.68,24.94,29.65,58.64,73.1,71.12,81.22
b_1,0.51,0.66,0.62,0.48,1.0,4.02,8.67,14.42,15.95,13.77,15.85,22.1,39.46,43.93,50.25,52.57
a_1,0.22,0.24,0.28,0.4,0.25,1.0,4.87,5.71,5.74,7.45,7.57,9.84,21.72,21.05,21.59,29.12
h_1,0.06,0.08,0.06,0.08,0.11,0.23,1.0,1.68,1.5,1.5,1.91,2.12,4.24,5.45,5.49,7.33
g_1,0.03,0.04,0.05,0.05,0.07,0.17,0.62,1.0,1.03,0.94,1.18,2.0,2.68,3.7,3.43,3.96
c_0,0.04,0.04,0.03,0.05,0.06,0.17,0.65,0.92,1.0,1.15,1.6,1.56,2.81,3.48,3.68,4.11
d_0,0.02,0.04,0.03,0.06,0.07,0.14,0.66,1.03,0.85,1.0,1.02,1.39,2.46,3.43,3.48,4.03
b_0,0.03,0.03,0.03,0.04,0.06,0.12,0.53,0.82,0.59,0.96,1.0,1.26,2.68,4.32,3.09,3.04
f_0,0.02,0.03,0.02,0.03,0.04,0.1,0.46,0.52,0.62,0.72,0.8,1.0,1.91,2.59,3.51,1.78
h_0,0.01,0.02,0.02,0.02,0.02,0.05,0.23,0.39,0.35,0.41,0.36,0.54,1.0,1.21,1.24,1.81
a_0,0.01,0.01,0.01,0.01,0.02,0.05,0.18,0.29,0.29,0.27,0.24,0.42,0.8,1.0,0.92,1.07
e_0,0.01,0.01,0.01,0.02,0.02,0.04,0.18,0.28,0.25,0.28,0.34,0.31,0.74,1.19,1.0,1.13
g_0,0.01,0.01,0.01,0.01,0.02,0.04,0.14,0.26,0.24,0.25,0.33,0.54,0.56,0.93,0.87,1.0
