,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.52,0.83,0.84,1.05,0.83,0.78,1.09,0.91,1.71,0.93,1.02,1.08,1.21,0.93,0.73,1.06
f_1,1.36,1.52,0.81,0.88,0.83,0.55,0.84,0.91,1.07,0.94,0.98,0.76,1.02,0.83,0.71,1.01
d_1,0.89,1.1,1.56,0.74,0.77,0.74,1.14,0.95,0.87,1.6,1.17,0.96,1.15,0.94,0.84,0.95
c_1,0.82,0.87,0.96,1.58,1.44,0.74,0.91,0.94,0.9,0.73,0.75,0.86,1.09,0.82,0.9,0.97
b_1,0.94,0.91,0.96,0.76,1.61,1.28,1.11,1.03,0.99,1.19,0.69,0.95,1.22,0.81,0.92,1.06
a_1,0.92,1.18,1.08,1.03,0.75,1.75,1.26,1.1,1.05,1.24,1.27,1.27,1.17,0.73,1.01,1.11
h_1,1.12,1.55,1.07,1.2,0.94,0.84,1.81,1.42,1.17,1.19,1.22,1.17,1.25,0.93,1.14,1.67
g_1,1.1,1.13,1.61,1.1,0.92,1.01,1.21,1.89,1.03,1.4,1.39,1.63,1.19,1.09,1.06,1.04
d_0,0.92,1.18,0.99,1.87,1.27,0.92,1.34,1.13,1.73,1.06,1.18,1.32,1.47,1.09,1.26,1.33
c_0,1.33,1.34,1.05,1.24,0.82,0.95,1.52,1.28,1.57,1.74,2.26,1.52,1.5,1.35,1.28,1.37
b_0,1.24,1.41,1.1,1.36,0.94,0.72,1.39,1.28,1.51,1.16,1.84,1.33,1.73,2.23,1.21,1.42
f_0,1.09,1.05,1.27,1.4,1.16,0.95,1.42,1.28,1.34,1.23,1.44,1.84,1.51,1.13,2.1,1.3
h_0,1.19,1.62,1.24,1.2,1.05,1.01,1.13,1.67,1.32,1.31,1.23,1.27,1.38,1.2,1.21,1.56
a_0,1.25,1.44,1.35,1.45,1.12,0.81,1.66,1.38,1.43,1.48,1.05,1.2,1.48,1.87,1.22,1.25
e_0,1.11,1.39,1.45,1.26,1.29,0.89,1.68,1.75,1.34,1.38,1.43,1.15,1.65,1.32,1.87,1.58
g_0,1.29,1.29,1.74,1.17,1.19,0.98,1.28,1.18,1.21,1.48,1.4,1.78,1.49,1.33,1.35,1.24
