,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.1,1.67,3.12,3.25,3.21,2.88,0.93,0.95,0.76,0.68,0.79,0.63,0.46,0.65,0.87,0.53
f_1,2.88,1.1,2.76,2.99,2.9,2.67,0.63,0.96,0.69,0.54,0.81,0.56,0.33,0.47,0.55,0.51
d_1,3.67,3.56,1.11,3.42,3.71,3.29,0.87,0.6,1.26,0.71,0.65,0.69,0.47,0.58,0.64,0.31
c_1,2.77,3.81,4.39,1.11,3.35,3.19,1.21,1.01,0.42,1.05,0.74,0.67,0.47,0.78,0.65,0.49
b_1,3.68,4.5,4.12,2.26,1.11,3.86,1.15,1.23,0.8,1.15,0.83,1.32,0.62,0.82,0.77,0.58
a_1,6.07,6.62,5.2,6.14,3.0,1.13,1.68,1.61,1.36,1.06,1.28,1.44,1.03,2.67,1.04,0.91
h_1,10.42,11.74,10.52,10.16,10.36,10.51,1.6,3.5,2.59,1.94,2.18,2.06,1.73,1.86,1.96,1.43
g_1,13.12,14.46,13.5,14.62,12.91,12.52,2.93,1.66,3.26,2.58,2.77,2.73,1.46,2.56,2.31,2.11
d_0,8.37,13.76,22.15,15.42,13.72,12.93,4.92,5.17,1.88,2.78,3.14,2.96,2.33,3.08,3.33,2.6
c_0,17.45,19.24,8.64,25.2,15.96,14.89,4.84,4.24,5.53,2.07,3.23,3.85,2.41,3.27,3.39,2.34
f_0,15.74,22.4,16.91,17.12,13.85,13.94,4.39,2.96,3.89,3.17,1.98,3.09,2.2,2.96,3.63,1.5
b_0,17.05,17.75,13.68,23.66,20.58,15.6,4.5,4.6,3.89,1.74,3.54,1.99,2.49,3.72,3.33,2.56
h_0,21.26,22.13,21.26,21.37,20.14,17.55,8.78,5.71,5.01,4.36,3.93,4.13,4.38,3.51,4.11,2.96
a_0,25.87,23.7,23.83,28.17,30.54,26.93,7.11,6.74,6.06,4.27,5.53,2.83,3.68,2.33,4.74,3.72
e_0,28.45,40.37,24.77,27.18,23.67,28.49,6.64,6.1,5.24,4.24,2.58,4.53,3.15,4.08,2.27,2.96
g_0,27.4,31.67,27.84,28.43,28.4,27.69,6.31,8.63,6.17,5.36,5.64,4.8,2.98,4.57,5.29,4.65
