,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.39,0.7,0.87,0.63,0.82,0.73,1.4,2.63,1.91,1.53,1.98,1.82,2.27,1.55,0.81,2.17
f_1,1.2,2.42,0.72,0.84,0.65,0.73,1.34,1.65,1.6,1.38,1.62,0.69,1.88,1.73,1.72,1.93
c_1,0.7,0.83,2.5,0.83,1.28,0.7,1.47,1.39,0.53,1.44,1.18,1.73,2.24,1.76,1.7,2.05
d_1,0.74,0.77,0.6,2.53,0.8,0.61,1.61,1.11,2.69,1.47,2.02,1.93,2.13,2.07,1.87,1.9
b_1,0.69,0.86,0.64,0.74,2.8,1.51,1.52,1.55,1.52,1.47,0.52,1.5,2.03,1.2,1.93,2.27
a_1,0.68,0.9,0.94,0.89,0.53,3.2,1.49,1.89,1.93,1.44,1.72,1.76,2.28,0.84,1.5,2.1
h_1,1.0,1.29,0.98,1.05,0.93,0.99,3.98,1.99,2.11,2.06,1.89,2.07,1.13,2.17,2.43,2.99
d_0,0.82,0.98,1.9,0.46,0.89,0.98,2.09,3.49,1.81,1.89,2.62,2.38,2.94,2.34,2.32,2.7
c_0,1.07,1.16,0.87,1.03,0.79,0.94,1.84,2.72,3.73,2.07,4.08,2.49,2.84,2.23,2.33,3.18
g_1,0.9,0.94,0.98,1.38,0.9,0.91,2.0,2.26,1.95,4.47,2.09,3.66,2.17,2.34,2.59,1.92
b_0,1.12,1.16,1.25,1.0,0.67,0.84,2.09,2.33,1.83,1.94,3.93,2.19,2.82,3.52,2.1,3.18
f_0,0.94,0.6,1.27,0.89,1.22,1.19,2.5,2.37,2.31,1.88,2.18,4.13,2.95,2.51,3.66,2.82
h_0,0.82,1.39,1.05,1.16,1.04,0.75,1.44,2.32,2.12,2.56,2.14,2.07,1.57,2.13,2.22,3.11
a_0,1.18,1.0,1.01,1.01,0.95,,2.34,2.42,2.42,2.14,1.95,2.61,3.36,4.7,2.29,2.94
e_0,0.77,1.12,1.0,1.08,0.98,0.99,2.01,2.74,2.39,2.54,2.66,2.24,2.83,3.05,4.86,2.61
g_0,0.92,0.91,1.03,1.61,0.94,0.83,1.77,1.9,1.6,1.16,1.96,2.76,2.88,1.94,2.45,1.86
