,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.94,0.45,0.56,0.38,0.31,0.22,0.26,0.44,0.24,0.22,0.25,0.25,0.23,0.17,0.14,0.2
f_1,0.65,0.94,0.45,0.38,0.34,0.3,0.22,0.25,0.24,0.23,0.23,0.16,0.22,0.14,0.13,0.16
c_1,0.39,0.43,0.94,0.45,0.6,0.23,0.25,0.25,0.24,0.13,0.2,0.23,0.24,0.18,0.15,0.17
d_1,0.43,0.45,0.35,0.94,0.42,0.28,0.3,0.19,0.24,0.4,0.26,0.23,0.26,0.19,0.18,0.18
b_1,0.48,0.43,0.38,0.43,0.94,0.55,0.24,0.29,0.23,0.25,0.14,0.23,0.26,0.18,0.19,0.17
a_1,0.64,0.51,0.49,0.49,0.33,0.94,0.31,0.28,0.28,0.3,0.32,0.26,0.33,0.15,0.19,0.25
h_1,0.68,0.94,0.62,0.73,0.54,0.41,0.75,0.42,0.51,0.38,0.36,0.38,0.27,0.28,0.23,0.41
d_0,0.66,0.79,1.14,0.43,0.64,0.46,0.49,0.65,0.35,0.33,0.42,0.37,0.39,0.3,0.32,0.31
g_1,0.64,0.67,0.66,0.97,0.57,0.45,0.4,0.45,0.75,0.43,0.44,0.56,0.37,0.27,0.29,0.28
c_0,0.76,0.87,0.66,0.7,0.55,0.5,0.52,0.5,0.43,0.63,0.73,0.41,0.48,0.31,0.36,0.35
b_0,0.77,0.77,0.86,0.84,0.38,0.43,0.49,0.52,0.42,0.36,0.65,0.41,0.46,0.54,0.4,0.35
f_0,0.65,0.66,0.8,0.79,0.71,0.55,0.5,0.53,0.39,0.42,0.51,0.63,0.45,0.29,0.59,0.41
h_0,0.79,1.11,0.81,0.81,0.61,0.44,0.43,0.51,0.57,0.45,0.44,0.45,0.37,0.32,0.31,0.45
a_0,0.85,0.99,0.85,0.92,0.72,0.42,0.55,0.67,0.42,0.6,0.42,0.46,0.51,0.59,0.34,0.35
e_0,0.61,1.1,0.96,0.86,0.75,0.76,0.63,0.51,0.45,0.43,0.41,0.37,0.52,0.34,0.6,0.49
g_0,0.83,0.79,0.77,1.37,0.83,0.56,0.47,0.45,0.35,0.46,0.54,0.6,0.45,0.38,0.36,0.32
