,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.09,1.5,2.35,2.71,2.35,2.16,0.7,0.76,0.57,0.5,0.5,0.61,0.32,0.47,0.62,0.37
f_1,2.31,1.09,2.25,2.34,2.11,2.25,0.53,0.74,0.53,0.48,0.51,0.61,0.26,0.43,0.47,0.38
d_1,3.18,2.64,1.08,2.78,2.54,2.21,0.61,0.45,0.81,0.52,0.49,0.43,0.33,0.44,0.41,0.24
c_1,2.24,2.76,3.43,1.1,2.81,2.37,0.88,0.89,0.35,0.75,0.54,0.53,0.43,0.63,0.69,0.39
b_1,2.74,3.12,3.21,1.74,1.11,3.22,0.76,0.83,0.62,0.9,0.9,0.68,0.46,0.7,0.69,0.43
a_1,4.46,4.86,4.26,4.05,2.42,1.12,1.47,1.4,0.92,0.99,1.23,0.95,0.7,1.2,0.8,0.7
h_1,10.15,10.16,10.16,8.15,8.13,8.13,1.52,2.76,2.24,2.19,2.07,1.73,1.73,1.73,1.75,1.46
g_1,10.77,11.71,11.23,11.48,9.95,8.37,2.4,1.56,2.36,2.25,2.08,2.14,1.22,2.24,2.13,1.62
d_0,7.65,10.82,14.28,12.37,11.77,8.9,3.72,3.88,1.75,2.7,2.21,2.28,1.77,2.71,2.56,1.87
c_0,11.73,13.1,7.26,19.34,11.77,10.79,3.66,3.23,3.78,1.71,2.47,2.47,1.61,2.27,2.07,1.47
b_0,12.74,13.4,10.86,16.88,17.24,11.35,4.54,3.8,3.14,1.71,1.83,2.48,2.51,2.22,2.32,1.73
f_0,13.15,18.42,14.21,13.64,13.05,11.22,3.85,2.59,2.82,2.91,2.54,1.86,2.06,2.78,2.29,1.28
h_0,17.59,20.81,18.61,19.71,19.84,16.46,6.79,5.59,4.61,3.77,3.75,3.79,3.38,3.38,3.55,2.41
a_0,18.2,19.22,19.14,21.07,25.18,15.93,6.36,5.92,4.17,3.22,2.45,3.64,2.89,2.06,3.65,2.88
e_0,20.75,28.52,19.6,19.71,15.57,16.74,5.57,4.55,4.67,4.73,4.3,2.2,3.41,4.07,1.99,2.08
g_0,24.96,26.8,24.72,25.04,24.97,20.79,5.5,7.89,6.31,5.09,5.13,4.5,2.87,5.06,4.16,4.16
