,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,0.84,1.24,1.67,1.37,1.25,0.69,0.89,0.72,0.6,0.55,0.57,0.51,0.57,1.18,0.48
f_1,1.54,0.41,1.28,1.31,1.11,1.2,0.49,0.79,0.57,0.53,0.59,1.05,0.38,0.52,0.56,0.55
d_1,1.39,1.28,0.4,1.32,1.36,1.35,0.65,0.45,1.28,0.62,0.63,0.51,0.48,0.56,0.55,0.36
c_1,1.0,1.26,1.64,0.38,1.45,1.26,0.77,0.73,0.36,0.83,0.59,0.53,0.51,0.76,0.68,0.55
b_1,1.32,1.51,1.22,0.79,0.37,1.78,0.79,0.71,0.59,0.81,0.99,0.61,0.49,0.51,0.63,0.41
a_1,1.36,1.36,1.31,1.34,0.86,0.31,0.87,0.78,0.56,0.67,0.65,0.59,0.63,1.24,0.55,0.68
h_1,1.02,1.16,1.02,0.86,0.76,0.82,0.25,0.54,0.51,0.41,0.39,0.43,0.62,0.38,0.37,0.45
g_1,0.94,0.99,1.11,1.04,0.88,0.95,0.42,0.24,0.49,0.4,0.47,0.53,0.31,0.4,0.31,0.62
d_0,0.59,1.13,1.62,1.15,1.13,0.9,0.54,0.55,0.28,0.43,0.42,0.45,0.37,0.62,0.37,0.34
c_0,0.92,1.07,0.6,2.38,0.98,0.94,0.57,0.55,0.55,0.27,0.49,0.5,0.36,0.45,0.45,0.35
b_0,0.91,0.94,0.75,1.04,2.92,0.94,0.64,0.51,0.42,0.28,0.25,0.4,0.42,0.47,0.42,0.42
f_0,0.88,1.72,1.02,1.01,0.89,0.87,0.52,0.33,0.39,0.42,0.4,0.26,0.35,0.42,0.46,0.28
h_0,0.91,0.98,0.88,1.03,1.07,0.78,0.93,0.61,0.43,0.42,0.44,0.47,0.59,0.51,0.35,0.4
a_0,0.94,1.0,0.89,0.81,1.55,1.47,0.55,0.63,0.46,0.35,0.24,0.43,0.35,0.21,0.38,0.42
e_0,1.42,1.21,1.01,0.88,0.78,1.23,0.5,0.55,0.45,0.39,0.45,0.24,0.44,0.41,0.21,0.3
g_0,0.98,0.91,1.2,0.91,1.06,0.74,0.36,0.7,0.56,0.42,0.42,0.43,0.27,0.4,0.37,0.51
