,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.91,0.55,0.3,0.29,0.25,0.14,0.25,0.28,0.21,0.26,0.25,0.14,0.28,0.18,0.22,0.11
e_1,0.35,0.91,0.27,0.36,0.28,0.17,0.27,0.5,0.22,0.26,0.28,0.26,0.3,0.17,0.25,0.11
d_1,0.4,0.33,0.91,0.25,0.25,0.16,0.28,0.19,0.25,0.49,0.3,0.24,0.29,0.2,0.23,0.18
c_1,0.32,0.29,0.32,0.9,0.48,0.17,0.25,0.24,0.2,0.15,0.18,0.26,0.26,0.18,0.22,0.15
b_1,0.35,0.3,0.29,0.3,0.89,0.39,0.3,0.29,0.2,0.23,0.17,0.24,0.23,0.12,0.22,0.17
a_1,0.36,0.34,0.33,0.33,0.24,0.89,0.38,0.28,0.25,0.24,0.27,0.2,0.3,0.15,0.19,0.16
h_1,0.49,0.35,0.4,0.35,0.27,0.15,0.6,0.23,0.31,0.25,0.28,0.23,0.21,0.16,0.31,0.18
d_0,0.36,0.31,0.2,0.64,0.34,0.21,0.32,0.5,0.2,0.19,0.27,0.27,0.25,0.15,0.28,0.2
g_1,0.37,0.33,0.54,0.28,0.27,0.17,0.27,0.25,0.6,0.32,0.31,0.42,0.35,0.21,0.18,0.18
c_0,0.41,0.39,0.38,0.28,0.22,0.2,0.29,0.29,0.25,0.49,0.58,0.3,0.34,0.26,0.26,0.19
b_0,0.41,0.38,0.43,0.35,0.2,0.15,0.32,0.3,0.23,0.32,0.51,0.27,0.34,0.41,0.26,0.2
f_0,0.31,0.27,0.42,0.39,0.33,0.18,0.32,0.33,0.27,0.31,0.36,0.49,0.36,0.24,0.26,0.4
h_0,0.51,0.37,0.41,0.31,0.27,0.17,0.23,0.26,0.34,0.29,0.29,0.24,0.21,0.21,0.29,0.17
a_0,0.37,0.38,0.44,0.38,0.28,0.15,0.35,0.29,0.26,0.26,0.31,0.26,0.27,0.39,0.31,0.17
g_0,0.33,0.3,0.52,0.4,0.29,0.18,0.32,0.27,0.18,0.29,0.32,0.4,0.28,0.21,0.21,0.19
e_0,0.4,0.21,0.38,0.41,0.33,0.21,0.31,0.32,0.26,0.3,0.33,0.3,0.38,0.2,0.29,0.41
