,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,0.98,1.04,0.97,1.12,1.08,1.01,1.33,0.84,1.18,0.95,0.94,1.09,1.54,1.05
f_1,1.27,1.0,0.94,1.04,0.9,1.04,0.86,1.12,0.97,0.98,0.84,0.9,0.87,0.88,0.83,1.24
d_1,1.02,1.06,1.0,0.97,1.03,0.86,1.04,0.87,1.06,1.27,0.82,1.19,1.0,1.06,0.92,0.8
c_1,0.96,0.96,1.03,1.0,1.56,0.73,0.99,1.14,0.67,0.87,0.98,0.89,0.96,0.85,1.03,0.95
b_1,1.03,1.11,0.97,0.64,1.0,1.5,0.97,1.15,1.01,1.22,1.05,0.84,1.06,1.0,0.89,1.12
a_1,0.89,0.96,1.17,1.36,0.67,1.0,1.22,0.86,1.14,1.04,1.1,1.09,1.11,0.98,1.32,1.09
h_1,0.89,1.2,0.97,1.0,1.05,0.83,1.0,1.29,0.89,0.82,1.05,0.93,1.22,1.0,0.89,0.96
g_1,1.02,0.92,1.14,0.91,0.89,1.09,0.78,1.0,1.19,1.06,1.18,0.95,0.83,1.3,1.14,1.09
d_0,0.74,1.04,0.97,1.53,0.95,0.87,1.13,0.8,1.0,0.84,0.9,0.93,1.29,1.03,1.03,1.0
c_0,1.13,1.09,0.8,1.1,0.77,1.02,1.2,0.95,1.23,1.0,1.15,1.38,1.09,0.92,0.99,1.27
f_0,0.83,1.18,1.24,1.02,0.95,0.93,0.96,0.84,1.11,0.86,1.0,1.19,1.09,0.85,1.67,0.76
b_0,1.0,1.16,0.78,1.14,1.17,0.95,1.01,1.01,1.11,0.7,0.91,1.0,1.27,1.41,0.79,1.09
h_0,1.0,1.12,1.05,1.03,0.95,0.8,0.81,1.19,0.77,0.93,0.91,0.82,1.0,0.81,0.82,1.09
a_0,0.88,1.19,1.01,1.05,1.0,,1.01,0.77,1.02,1.16,1.06,0.76,1.21,1.0,1.19,0.79
e_0,0.64,1.34,1.05,0.97,1.12,0.77,1.11,0.9,0.95,1.04,0.64,1.22,1.13,0.9,1.0,0.98
g_0,0.94,0.81,1.25,1.06,0.86,0.89,1.06,0.93,0.96,0.75,1.3,0.96,0.92,1.21,1.03,1.0
